"Time","WithConsumerObjective","WithoutConsumerObjective"
2024-03-21 00:09:15,0.792,0.250
2024-03-21 00:09:30,0.792,0.250
2024-03-21 00:09:45,0.792,0.250
2024-03-21 00:10:00,0.792,0.250
2024-03-21 00:10:15,0.792,0.250
2024-03-21 00:10:30,0.792,0.250
2024-03-21 00:10:45,0.792,0.250
2024-03-21 00:11:00,0.792,0.250
2024-03-21 00:11:15,0.792,0.250
2024-03-21 00:11:30,0.792,0.250
2024-03-21 00:11:45,0.792,0.250
2024-03-21 00:12:00,0.792,0.250
2024-03-21 00:12:15,0.792,0.250
2024-03-21 00:12:30,0.792,0.250
2024-03-21 00:12:45,0.782,0.250
2024-03-21 00:13:00,0.782,0.250
2024-03-21 00:13:15,0.782,0.250
2024-03-21 00:13:30,0.782,0.250
2024-03-21 00:13:45,0.782,0.250
2024-03-21 00:14:00,0.782,0.250
2024-03-21 00:14:15,0.782,0.250
2024-03-21 00:14:30,0.782,0.250
2024-03-21 00:14:45,0.782,0.250
2024-03-21 00:15:00,0.782,0.250
2024-03-21 00:15:15,0.782,0.417
2024-03-21 00:15:30,0.782,0.417
2024-03-21 00:15:45,0.782,0.417
2024-03-21 00:16:00,0.782,0.417
2024-03-21 00:16:15,0.782,0.417
2024-03-21 00:16:30,0.782,0.417
2024-03-21 00:16:45,0.782,0.417
2024-03-21 00:17:00,0.782,0.417
2024-03-21 00:17:15,0.782,0.417
2024-03-21 00:17:30,0.782,0.417
2024-03-21 00:17:45,0.782,0.417
2024-03-21 00:18:00,0.782,0.417
2024-03-21 00:18:15,0.782,0.417
2024-03-21 00:18:30,0.782,0.417
2024-03-21 00:18:45,0.782,0.417
2024-03-21 00:19:00,0.782,0.417
2024-03-21 00:19:15,0.782,0.417
2024-03-21 00:19:30,0.946,0.417
2024-03-21 00:19:45,0.946,0.417
2024-03-21 00:20:00,0.946,0.417
2024-03-21 00:20:15,0.946,0.417
2024-03-21 00:20:30,0.946,0.417
2024-03-21 00:20:45,0.946,0.417
2024-03-21 00:21:00,0.946,0.417
2024-03-21 00:21:15,0.946,0.417
2024-03-21 00:21:30,0.946,0.417
2024-03-21 00:21:45,0.946,0.417
2024-03-21 00:22:00,0.946,0.417
2024-03-21 00:22:15,0.946,0.394
2024-03-21 00:22:30,0.946,0.394
2024-03-21 00:22:45,0.946,0.394
2024-03-21 00:23:00,0.946,0.394
2024-03-21 00:23:15,0.946,0.394
2024-03-21 00:23:30,0.946,0.394
2024-03-21 00:23:45,0.946,0.394
2024-03-21 00:24:00,0.946,0.394
2024-03-21 00:24:15,0.946,0.394
2024-03-21 00:24:30,0.946,0.394
2024-03-21 00:24:45,0.946,0.394
2024-03-21 00:25:00,0.946,0.394
2024-03-21 00:25:15,0.946,0.394
2024-03-21 00:25:30,0.946,0.394
2024-03-21 00:25:45,0.946,0.394
2024-03-21 00:26:00,0.946,0.394
2024-03-21 00:26:15,0.946,0.394
2024-03-21 00:26:30,0.583,0.394
2024-03-21 00:26:45,0.583,0.394
2024-03-21 00:27:00,0.583,0.394
2024-03-21 00:27:15,0.583,0.394
2024-03-21 00:27:30,0.583,0.394
2024-03-21 00:27:45,0.583,0.394
2024-03-21 00:28:00,,0.394
2024-03-21 00:28:15,0.583,0.394
2024-03-21 00:28:30,0.583,0.394
2024-03-21 00:28:45,0.583,0.394
2024-03-21 00:29:00,0.583,0.325
2024-03-21 00:29:15,0.583,0.325
2024-03-21 00:29:30,0.583,0.325
2024-03-21 00:29:45,0.583,0.325
2024-03-21 00:30:00,0.583,0.325
2024-03-21 00:30:15,0.583,0.325
2024-03-21 00:30:30,0.583,0.325
2024-03-21 00:30:45,0.583,0.325
2024-03-21 00:31:00,0.583,0.325
2024-03-21 00:31:15,0.583,0.325
2024-03-21 00:31:30,0.583,0.325
2024-03-21 00:31:45,0.583,0.325
2024-03-21 00:32:00,0.583,0.325
2024-03-21 00:32:15,0.583,0.325
2024-03-21 00:32:30,0.583,0.325
2024-03-21 00:32:45,0.583,0.325
2024-03-21 00:33:00,0.583,0.325
2024-03-21 00:33:15,0.631,0.325
2024-03-21 00:33:30,0.631,0.325
2024-03-21 00:33:45,0.631,0.325
2024-03-21 00:34:00,0.631,0.325
2024-03-21 00:34:15,0.631,0.325
2024-03-21 00:34:30,0.631,0.325
2024-03-21 00:34:45,0.631,0.325
2024-03-21 00:35:00,0.631,0.325
2024-03-21 00:35:15,0.631,0.325
2024-03-21 00:35:30,0.631,0.325
2024-03-21 00:35:45,0.631,0.325
2024-03-21 00:36:00,0.631,0.500
2024-03-21 00:36:15,0.631,0.500
2024-03-21 00:36:30,0.631,0.500
2024-03-21 00:36:45,0.631,0.500
2024-03-21 00:37:00,0.631,0.500
2024-03-21 00:37:15,0.631,0.500
2024-03-21 00:37:30,0.631,0.500
2024-03-21 00:37:45,0.631,0.500
2024-03-21 00:38:00,0.631,0.500
2024-03-21 00:38:15,0.631,0.500
2024-03-21 00:38:30,0.631,0.500
2024-03-21 00:38:45,0.631,0.500
2024-03-21 00:39:00,0.631,0.500
2024-03-21 00:39:15,0.631,0.500
2024-03-21 00:39:30,0.631,0.500
2024-03-21 00:39:45,0.631,0.500
2024-03-21 00:40:00,0.631,0.500
2024-03-21 00:40:15,0.733,0.500
2024-03-21 00:40:30,0.733,0.500
2024-03-21 00:40:45,0.733,0.500
2024-03-21 00:41:00,0.733,0.500
2024-03-21 00:41:15,0.733,0.500
2024-03-21 00:41:30,0.733,0.500
2024-03-21 00:41:45,0.733,0.500
2024-03-21 00:42:00,0.733,0.500
2024-03-21 00:42:15,0.733,0.500
2024-03-21 00:42:30,0.733,0.500
2024-03-21 00:42:45,0.733,0.222
2024-03-21 00:43:00,0.733,0.222
2024-03-21 00:43:15,0.733,0.222
2024-03-21 00:43:30,0.733,0.222
2024-03-21 00:43:45,0.733,0.222
2024-03-21 00:44:00,0.733,0.222
2024-03-21 00:44:15,0.733,0.222
2024-03-21 00:44:30,0.733,0.222
2024-03-21 00:44:45,0.733,0.222
2024-03-21 00:45:00,0.733,0.222
2024-03-21 00:45:15,0.733,0.222
2024-03-21 00:45:30,0.733,0.222
2024-03-21 00:45:45,0.733,0.222
2024-03-21 00:46:00,0.733,0.222
2024-03-21 00:46:15,0.733,0.222
