,target,model,img_height,img_width,img_channels,accuracy,confidence,obj_height,obj_width,obj_width,obj_height_p,obj_width_p,xmin,xmax,ymin,ymax
0,bicycle,yolov5l,640,480,3,1,0.26525381207466125,83.65557861328125,50.4906005859375,50.4906005859375,13.071184158325195,10.518875122070312,189.4345245361328,239.9251251220703,270.78814697265625,354.4437255859375
0,bicycle,yolov5l,480,640,3,1,0.5159521698951721,408.362548828125,549.0756225585938,549.0756225585938,85.07553100585938,85.79306602478027,0.0,549.0756225585938,71.637451171875,480.0
0,bicycle,yolov5l,426,640,3,1,0.9479256272315979,202.5902099609375,343.6270294189453,343.6270294189453,47.556387314774064,53.691723346710205,59.08531188964844,402.71234130859375,167.70904541015625,370.29925537109375
0,bicycle,yolov5l,427,640,3,1,0.7808826565742493,169.8204345703125,164.2261962890625,164.2261962890625,39.7705935761856,25.660343170166016,259.4585876464844,423.6847839355469,253.26116943359375,423.08160400390625
0,bicycle,yolov5l,427,640,3,1,0.6964963674545288,220.5888214111328,375.45733642578125,375.45733642578125,51.6601455295393,58.66520881652832,263.03802490234375,638.495361328125,202.6298065185547,423.2186279296875
0,bicycle,yolov5l,425,640,3,1,0.8937071561813354,161.34967041015625,319.2450714111328,319.2450714111328,37.96462833180147,49.8820424079895,202.3148651123047,521.5599365234375,260.6417236328125,421.99139404296875
0,bicycle,yolov5l,425,640,3,1,0.8839621543884277,92.77734375,169.19522857666016,169.19522857666016,21.829963235294116,26.43675446510315,52.06627655029297,221.26150512695312,191.26068115234375,284.03802490234375
0,bicycle,yolov5l,425,640,3,1,0.8610273003578186,88.3369140625,36.66761016845703,36.66761016845703,20.78515625,5.729314088821411,0.10166168212890625,36.76927185058594,190.51077270507812,278.8476867675781
0,bicycle,yolov5l,425,640,3,1,0.2894984781742096,55.968719482421875,119.06216430664062,119.06216430664062,13.169110466452207,18.603463172912598,77.54037475585938,196.6025390625,208.98416137695312,264.952880859375
0,bicycle,yolov5l,480,640,3,1,0.7904812097549438,229.78265380859375,342.96563720703125,342.96563720703125,47.871386210123696,53.58838081359863,147.84243774414062,490.8080749511719,169.03466796875,398.81732177734375
0,bicycle,yolov5l,612,612,3,1,0.7817543148994446,425.88231658935547,554.6550025939941,554.6550025939941,69.5886138217901,90.62990238463956,33.24264144897461,587.8976440429688,110.03675079345703,535.9190673828125
0,bicycle,yolov5l,426,640,3,1,0.8219196200370789,407.4184112548828,280.7746276855469,280.7746276855469,95.63812470771897,43.8710355758667,4.122772216796875,284.89739990234375,15.477157592773438,422.89556884765625
0,bicycle,yolov5l,426,640,3,1,0.7118423581123352,281.6614990234375,146.84909057617188,146.84909057617188,66.11772277545481,22.945170402526855,390.2926330566406,537.1417236328125,63.86163330078125,345.52313232421875
0,bicycle,yolov5l,426,640,3,1,0.7046027183532715,358.62335205078125,262.3680419921875,262.3680419921875,84.18388545792988,40.9950065612793,175.49322509765625,437.86126708984375,54.933197021484375,413.5565490722656
0,bicycle,yolov5l,426,640,3,1,0.5391336679458618,121.670654296875,94.1973876953125,94.1973876953125,28.561186454665492,14.718341827392578,545.6566162109375,639.85400390625,303.27813720703125,424.94879150390625
0,bicycle,yolov5l,426,640,3,1,0.34702742099761963,334.2433624267578,106.0988540649414,106.0988540649414,78.46088319876944,16.577945947647095,0.0,106.0988540649414,28.507125854492188,362.75048828125
0,bicycle,yolov5l,426,640,3,1,0.3457416594028473,166.79981994628906,43.27013397216797,43.27013397216797,39.15488731133546,6.760958433151245,0.2883262634277344,43.5584602355957,198.85643005371094,365.65625
0,car,yolov5l,494,640,3,1,0.8946821689605713,32.984283447265625,58.91777038574219,58.91777038574219,6.67698045491207,9.205901622772217,17.661361694335938,76.57913208007812,197.1639404296875,230.14822387695312
0,car,yolov5l,494,640,3,1,0.47390466928482056,23.41168212890625,45.6348876953125,45.6348876953125,4.739206908685476,7.130451202392578,516.5533447265625,562.188232421875,192.9376220703125,216.34930419921875
0,car,yolov5l,494,640,3,1,0.4608975052833557,16.163055419921875,31.177734375,31.177734375,3.2718735667858048,4.87152099609375,561.4481811523438,592.6259155273438,198.3551483154297,214.51820373535156
0,car,yolov5l,494,640,3,1,0.3942759335041046,21.51483154296875,44.5006103515625,44.5006103515625,4.355229057281123,6.953220367431641,577.2957763671875,621.79638671875,198.84815979003906,220.3629913330078
0,car,yolov5l,384,640,3,1,0.6273166537284851,329.44580078125,401.2113342285156,401.2113342285156,85.79317728678386,62.689270973205566,192.19613647460938,593.407470703125,10.611175537109375,340.0569763183594
0,car,yolov5l,445,640,3,1,0.9290174245834351,322.0261993408203,469.6329803466797,469.6329803466797,72.36543805411692,73.3801531791687,75.72657775878906,545.3595581054688,66.27909851074219,388.3052978515625
0,car,yolov5l,480,640,3,1,0.8903356790542603,144.33758544921875,208.27117919921875,208.27117919921875,30.070330301920574,32.54237174987793,194.46890258789062,402.7400817871094,202.26708984375,346.60467529296875
0,car,yolov5l,425,640,3,1,0.8928083181381226,224.72479248046875,558.6726989746094,558.6726989746094,52.8764217601103,87.29260921478271,53.165069580078125,611.8377685546875,177.30804443359375,402.0328369140625
0,car,yolov5l,428,640,3,1,0.9307482242584229,238.20993041992188,551.0087585449219,551.0087585449219,55.65652579904717,86.09511852264404,26.683746337890625,577.6925048828125,125.2158203125,363.4257507324219
0,car,yolov5l,480,640,3,1,0.8775102496147156,341.1980895996094,519.931640625,519.931640625,71.08293533325195,81.23931884765625,51.46051025390625,571.3921508789062,82.2308349609375,423.4289245605469
0,car,yolov5l,426,640,3,1,0.9393037557601929,157.21731567382812,350.63438415527344,350.63438415527344,36.90547316287045,54.786622524261475,121.87660217285156,472.510986328125,130.9993896484375,288.2167053222656
0,car,yolov5l,426,640,3,1,0.9247736930847168,92.71388244628906,244.22359466552734,244.22359466552734,21.76382217049039,38.15993666648865,30.63379669189453,274.8573913574219,64.64753723144531,157.36141967773438
0,car,yolov5l,640,640,3,1,0.8674142956733704,148.38531494140625,80.611572265625,80.611572265625,23.185205459594727,12.595558166503906,451.82568359375,532.437255859375,214.37918090820312,362.7644958496094
0,car,yolov5l,640,640,3,1,0.8453229665756226,369.17088317871094,512.5379638671875,512.5379638671875,57.682950496673584,80.08405685424805,0.0,512.5379638671875,203.46485900878906,572.6357421875
0,car,yolov5l,640,640,3,1,0.8207525610923767,28.976318359375,81.2637939453125,81.2637939453125,4.527549743652344,12.697467803955078,556.7482299804688,638.0120239257812,210.1065673828125,239.0828857421875
0,car,yolov5l,640,640,3,1,0.4715196490287781,49.0894775390625,63.38134765625,63.38134765625,7.670230865478516,9.903335571289062,101.63595581054688,165.01730346679688,237.53204345703125,286.62152099609375
0,car,yolov5l,640,640,3,1,0.2891499698162079,41.595855712890625,84.8861083984375,84.8861083984375,6.49935245513916,13.26345443725586,151.5908203125,236.4769287109375,209.62876892089844,251.22462463378906
0,car,yolov5l,468,640,3,1,0.8693961501121521,303.5994873046875,629.4840087890625,629.4840087890625,64.87168532151442,98.35687637329102,7.4879150390625,636.971923828125,110.24185180664062,413.8413391113281
0,car,yolov5l,468,640,3,1,0.8212687969207764,53.07843017578125,70.57978820800781,70.57978820800781,11.341544909354967,11.02809190750122,0.0,70.57978820800781,202.56723022460938,255.64566040039062
0,car,yolov5l,424,640,3,1,0.9280211329460144,225.007080078125,309.694580078125,309.694580078125,53.06770756559552,48.38977813720703,329.28662109375,638.981201171875,158.11004638671875,383.11712646484375
0,car,yolov5l,480,640,3,1,0.9486243724822998,206.0626220703125,466.52239990234375,466.52239990234375,42.9297129313151,72.89412498474121,80.302734375,546.8251342773438,161.89053344726562,367.9531555175781
0,car,yolov5l,480,640,3,1,0.8639105558395386,120.0010986328125,182.943359375,182.943359375,25.000228881835938,28.58489990234375,456.83819580078125,639.7815551757812,136.93930053710938,256.9403991699219
0,car,yolov5l,480,640,3,1,0.8031526207923889,32.901275634765625,80.9102783203125,80.9102783203125,6.854432423909505,12.642230987548828,559.0878295898438,639.9981079101562,138.1232147216797,171.0244903564453
0,car,yolov5l,480,640,3,1,0.6223135590553284,78.68536376953125,129.00440979003906,129.00440979003906,16.392784118652344,20.156939029693604,41.46781921386719,170.47222900390625,171.51730346679688,250.20266723632812
0,car,yolov5l,480,640,3,1,0.39453548192977905,52.323394775390625,76.13383865356445,76.13383865356445,10.900707244873047,11.895912289619446,0.09316635131835938,76.22700500488281,177.79888916015625,230.12228393554688
0,cat,yolov5l,476,640,3,1,0.6720613837242126,453.7320556640625,488.37828063964844,488.37828063964844,95.32186043362658,76.30910634994507,12.767654418945312,501.14593505859375,17.502410888671875,471.2344665527344
0,cat,yolov5l,427,640,3,1,0.91581130027771,385.9886016845703,432.7989196777344,432.7989196777344,90.39545706898602,67.624831199646,127.21365356445312,560.0125732421875,20.255538940429688,406.244140625
0,cat,yolov5l,427,640,3,1,0.8775010704994202,116.2562255859375,244.00338745117188,244.00338745117188,27.226282338627048,38.125529289245605,283.8205261230469,527.8239135742188,266.787353515625,383.0435791015625
0,cat,yolov5l,422,639,3,1,0.5776562094688416,268.9490966796875,634.1292434930801,634.1292434930801,63.732013431205566,99.23775328530206,1.9705489873886108,636.0997924804688,78.75228881835938,347.7013854980469
0,cat,yolov5l,428,639,3,1,0.7661169767379761,374.61345291137695,632.6077160835266,632.6077160835266,87.52650768957406,98.99964257958163,3.0935778617858887,635.7012939453125,48.91852951049805,423.531982421875
0,cat,yolov5l,427,640,3,1,0.5480321049690247,391.373291015625,413.1460876464844,413.1460876464844,91.6565084345726,64.55407619476318,106.15774536132812,519.3038330078125,0.0,391.373291015625
0,cat,yolov5l,480,640,3,1,0.7690587043762207,329.59059143066406,599.7875061035156,599.7875061035156,68.66470654805501,93.71679782867432,38.804534912109375,638.592041015625,25.419113159179688,355.00970458984375
0,cat,yolov5l,640,640,3,1,0.6803149580955505,533.068603515625,513.7093200683594,513.7093200683594,83.2919692993164,80.26708126068115,126.08621215820312,639.7955322265625,106.931396484375,640.0
0,cat,yolov5l,427,640,3,1,0.5381707549095154,415.1114807128906,464.59107971191406,464.59107971191406,97.21580344564184,72.59235620498657,175.3602752685547,639.9513549804688,5.4239501953125,420.5354309082031
0,cat,yolov5l,498,640,3,1,0.8296495676040649,479.0968017578125,520.1200256347656,520.1200256347656,96.20417705980171,81.26875400543213,2.378875732421875,522.4989013671875,10.565521240234375,489.6623229980469
0,dog,yolov5l,640,640,3,1,0.9408222436904907,295.90196228027344,383.48451232910156,383.48451232910156,46.234681606292725,59.91945505142212,115.22550964355469,498.71002197265625,238.6822052001953,534.5841674804688
0,dog,yolov5l,512,640,3,1,0.8384785652160645,504.1494140625,510.22203063964844,510.22203063964844,98.46668243408203,79.72219228744507,2.2901763916015625,512.51220703125,7.3974609375,511.546875
0,dog,yolov5l,640,480,3,1,0.9053367376327515,369.69500732421875,259.5692443847656,259.5692443847656,57.76484489440918,54.076925913492836,1.39263916015625,260.9618835449219,269.82989501953125,639.52490234375
0,dog,yolov5l,480,640,3,1,0.7978754639625549,366.8346710205078,509.5810852050781,509.5810852050781,76.42388979593913,79.62204456329346,73.73690795898438,583.3179931640625,112.68290710449219,479.517578125
0,dog,yolov5l,427,640,3,1,0.845905601978302,382.73374938964844,534.6274719238281,534.6274719238281,89.633196578372,83.53554248809814,104.89889526367188,639.5263671875,40.18574523925781,422.91949462890625
0,dog,yolov5l,367,640,3,1,0.8927345275878906,283.2222900390625,340.287841796875,340.287841796875,77.17228611418597,53.16997528076172,297.9696044921875,638.2574462890625,69.71627807617188,352.9385681152344
0,dog,yolov5l,367,640,3,1,0.8608532547950745,318.6418762207031,298.5756072998047,298.5756072998047,86.82339951517797,46.65243864059448,20.545608520507812,319.1212158203125,5.34820556640625,323.9900817871094
0,dog,yolov5l,428,639,3,1,0.8783392906188965,352.3803482055664,377.6647090911865,377.6647090911865,82.33185705737533,59.10245838672716,22.41936683654785,400.0840759277344,68.8791732788086,421.259521484375
0,dog,yolov5l,491,640,3,1,0.7805118560791016,171.8154296875,135.536865234375,135.536865234375,34.99295920315682,21.177635192871094,504.05377197265625,639.5906372070312,28.812347412109375,200.62777709960938
0,dog,yolov5l,491,640,3,1,0.4074394702911377,369.7740020751953,464.14366149902344,464.14366149902344,75.31038738802349,72.52244710922241,64.57191467285156,528.715576171875,121.22599792480469,491.0
0,dog,yolov5l,480,640,3,1,0.9424476027488708,338.02378845214844,315.01641845703125,315.01641845703125,70.42162259419759,49.22131538391113,169.19476318359375,484.211181640625,57.72627258300781,395.75006103515625
0,dog,yolov5l,483,640,3,1,0.9074230194091797,443.48374938964844,436.8171844482422,436.8171844482422,91.81858165417152,68.25268507003784,144.90492248535156,581.7221069335938,3.1607818603515625,446.64453125
0,dog,yolov5l,508,640,3,1,0.9471116662025452,336.55393981933594,290.82098388671875,290.82098388671875,66.25077555498738,45.440778732299805,204.14303588867188,494.9640197753906,127.84468078613281,464.39862060546875
0,dog,yolov5l,640,617,3,1,0.8712522983551025,518.5805969238281,298.1490478515625,298.1490478515625,81.02821826934814,48.32237404401337,144.42770385742188,442.5767517089844,71.12106323242188,589.70166015625
0,dog,yolov5l,639,485,3,1,0.8436342477798462,597.8879432678223,416.87578988075256,416.87578988075256,93.56618830482351,85.95377110943352,3.6333043575286865,420.50909423828125,38.241634368896484,636.1295776367188
0,dog,yolov5l,640,431,3,1,0.6987194418907166,497.6577911376953,425.6285858154297,425.6285858154297,77.75902986526489,98.75373220775631,3.3908233642578125,429.0194091796875,131.21958923339844,628.8773803710938
0,dog,yolov5l,427,640,3,1,0.8141928315162659,327.11224365234375,534.2931518554688,534.2931518554688,76.60708282256294,83.48330497741699,102.364990234375,636.6581420898438,97.45797729492188,424.5702209472656
0,dog,yolov5l,445,639,3,1,0.8151481747627258,392.9148406982422,518.6521606445312,518.6521606445312,88.2954698198297,81.16622232308784,119.32000732421875,637.97216796875,44.35050964355469,437.2653503417969
0,dog,yolov5l,427,640,3,1,0.9176956415176392,372.00347900390625,422.99505615234375,422.99505615234375,87.12025269412324,66.09297752380371,127.126708984375,550.1217651367188,48.388763427734375,420.3922424316406
0,dog,yolov5l,427,640,3,1,0.7888776659965515,363.1754608154297,495.2491455078125,495.2491455078125,85.0528011277353,77.3826789855957,1.221588134765625,496.4707336425781,60.11878967285156,423.29425048828125
0,dog,yolov5l,480,640,3,1,0.773196816444397,451.38885498046875,548.1983947753906,548.1983947753906,94.03934478759766,85.65599918365479,91.80160522460938,640.0,26.21649169921875,477.6053466796875
0,dog,yolov5l,640,478,3,1,0.9303830862045288,370.31085205078125,305.1920928955078,305.1920928955078,57.86107063293457,63.84771817897653,77.30400085449219,382.49609375,152.22686767578125,522.5377197265625
0,dog,yolov5l,452,640,3,1,0.8869383335113525,300.7865905761719,326.10923767089844,326.10923767089844,66.54570587968405,50.95456838607788,53.52607727050781,379.63531494140625,57.102783203125,357.8893737792969
0,dog,yolov5l,452,640,3,1,0.730884313583374,332.3535614013672,213.5394287109375,213.5394287109375,73.52954898260336,33.365535736083984,400.1124267578125,613.65185546875,105.06452941894531,437.4180908203125
0,dog,yolov5l,452,640,3,1,0.34166014194488525,306.847412109375,161.1651611328125,161.1651611328125,67.88659559941925,25.182056427001953,283.5663146972656,444.7314758300781,45.393890380859375,352.2413024902344
0,dog,yolov5l,495,640,3,1,0.7188666462898254,407.98553466796875,479.8995056152344,479.8995056152344,82.42132013494319,74.98429775238037,61.373077392578125,541.2725830078125,46.046875,454.03240966796875
0,dog,yolov5l,640,480,3,1,0.8313394784927368,557.5291748046875,395.0552520751953,395.0552520751953,87.11393356323242,82.3031775156657,84.34806823730469,479.4033203125,82.4708251953125,640.0
0,dog,yolov5l,480,640,3,1,0.8199470043182373,473.6281433105469,411.56634521484375,411.56634521484375,98.67252985636394,64.30724143981934,143.780029296875,555.3463745117188,0.0,473.6281433105469
0,dog,yolov5l,640,640,3,1,0.9306297302246094,383.57606506347656,402.72021484375,402.72021484375,59.93376016616821,62.92503356933594,0.130615234375,402.850830078125,255.53855895996094,639.1146240234375
0,dog,yolov5l,640,640,3,1,0.6484521627426147,437.52565002441406,504.10594177246094,504.10594177246094,68.3633828163147,78.76655340194702,83.64509582519531,587.7510375976562,44.47520446777344,482.0008544921875
0,dog,yolov5l,480,640,3,1,0.9319903254508972,159.07550048828125,150.2637939453125,150.2637939453125,33.14072926839193,23.478717803955078,333.27703857421875,483.54083251953125,234.00286865234375,393.078369140625
0,dog,yolov5l,480,640,3,1,0.9124505519866943,194.67556762695312,224.1235122680664,224.1235122680664,40.5574099222819,35.019298791885376,119.97008514404297,344.0935974121094,133.41104125976562,328.08660888671875
0,dog,yolov5l,313,639,3,1,0.6852444410324097,199.34001922607422,239.46505737304688,239.46505737304688,63.686907100982175,37.474969854936916,398.3501281738281,637.815185546875,100.5329360961914,299.8729553222656
0,dog,yolov5l,313,639,3,1,0.539200484752655,256.00806999206543,339.6772766113281,339.6772766113281,81.79171565241707,53.15763327250831,293.5752868652344,633.2525634765625,9.267900466918945,265.2759704589844
0,dog,yolov5l,313,639,3,1,0.5236890316009521,276.1400661468506,357.6787301003933,357.6787301003933,88.22366330570306,55.97476214403651,0.3339957296848297,358.0127258300781,31.444162368774414,307.584228515625
0,dog,yolov5l,427,640,3,1,0.9130691289901733,235.55284881591797,214.3597412109375,214.3597412109375,55.164601596233716,33.493709564208984,294.4771728515625,508.8369140625,72.33661651611328,307.88946533203125
0,dog,yolov5l,427,640,3,1,0.6380654573440552,44.50856018066406,98.62091064453125,98.62091064453125,10.423550393598141,15.409517288208008,300.97259521484375,399.593505859375,53.090415954589844,97.5989761352539
0,dog,yolov5l,427,640,3,1,0.9222357273101807,374.9555206298828,389.85614013671875,389.85614013671875,87.8115973372091,60.915021896362305,122.62255859375,512.4786987304688,45.94670104980469,420.9022216796875
0,dog,yolov5l,384,640,3,1,0.8412144780158997,274.9649353027344,473.18621826171875,473.18621826171875,71.60545190175374,73.93534660339355,108.4925537109375,581.6787719726562,79.78680419921875,354.7517395019531
0,person,yolov5l,640,427,3,1,0.9223261475563049,582.4258422851562,424.951416015625,424.951416015625,91.00403785705566,99.52023794276933,0.0,424.951416015625,54.7662353515625,637.1920776367188
0,person,yolov5l,523,640,3,1,0.814203679561615,495.3192443847656,437.0655975341797,437.0655975341797,94.70731250186724,68.29149961471558,85.80177307128906,522.8673706054688,20.777923583984375,516.09716796875
0,person,yolov5l,640,524,3,1,0.9387421607971191,577.6256103515625,419.9147186279297,419.9147186279297,90.25400161743164,80.1363966847194,100.14082336425781,520.0555419921875,56.0540771484375,633.6796875
0,person,yolov5l,480,640,3,1,0.8159508109092712,432.99830627441406,509.0687255859375,509.0687255859375,90.20798047383626,79.54198837280273,0.0,509.0687255859375,35.97898864746094,468.977294921875
0,person,yolov5l,640,480,3,1,0.8943765759468079,565.2631530761719,430.8000946044922,430.8000946044922,88.32236766815186,89.75001970926921,30.433303833007812,461.2333984375,59.622833251953125,624.885986328125
0,person,yolov5l,480,640,3,1,0.9477313756942749,478.01910400390625,182.47943878173828,182.47943878173828,99.58731333414714,28.512412309646606,0.5294418334960938,183.00888061523438,0.474609375,478.49371337890625
0,person,yolov5l,480,640,3,1,0.899302065372467,396.7476806640625,142.86572265625,142.86572265625,82.65576680501302,22.322769165039062,213.29116821289062,356.1568908691406,83.2523193359375,480.0
0,person,yolov5l,480,640,3,1,0.8561966419219971,198.92120361328125,108.35848999023438,108.35848999023438,41.441917419433594,16.93101406097412,136.87355041503906,245.23204040527344,259.37890625,458.30010986328125
0,person,yolov5l,480,640,3,1,0.7205084562301636,323.5857391357422,71.8970947265625,71.8970947265625,67.41369565327962,11.23392105102539,330.15069580078125,402.04779052734375,130.1658477783203,453.7515869140625
0,person,yolov5l,480,640,3,1,0.6799414157867432,266.9036865234375,104.59185791015625,104.59185791015625,55.60493469238281,16.342477798461914,386.2496337890625,490.84149169921875,161.01025390625,427.9139404296875
0,person,yolov5l,480,640,3,1,0.6415240168571472,219.28631591796875,55.91253662109375,55.91253662109375,45.68464914957682,8.736333847045898,451.83306884765625,507.74560546875,182.79263305664062,402.0789489746094
0,person,yolov5l,480,640,3,1,0.5868011713027954,133.91783142089844,42.7220458984375,42.7220458984375,27.899548212687176,6.675319671630859,515.9822387695312,558.7042846679688,244.5511016845703,378.46893310546875
0,person,yolov5l,480,640,3,1,0.5288742184638977,112.61714172363281,42.4700927734375,42.4700927734375,23.461904525756836,6.635951995849609,576.631591796875,619.1016845703125,253.2539825439453,365.8711242675781
0,person,yolov5l,480,640,3,1,0.3726499080657959,125.45379638671875,26.765380859375,26.765380859375,26.136207580566406,4.182090759277344,538.0098266601562,564.7752075195312,242.18716430664062,367.6409606933594
0,person,yolov5l,480,640,3,1,0.33600226044654846,103.89910888671875,26.50634765625,26.50634765625,21.645647684733074,4.1416168212890625,604.0802001953125,630.5865478515625,257.4525146484375,361.35162353515625
0,person,yolov5l,480,640,3,1,0.3310776948928833,93.44384765625,19.82861328125,19.82861328125,19.46746826171875,3.0982208251953125,620.1651611328125,639.9937744140625,263.1676330566406,356.6114807128906
0,person,yolov5l,640,427,3,1,0.9419718384742737,546.4102478027344,341.0872039794922,341.0872039794922,85.37660121917725,79.8799072551504,14.645950317382812,355.733154296875,93.18435668945312,639.5946044921875
0,person,yolov5l,639,457,3,1,0.9322652816772461,417.8755645751953,173.28128051757812,173.28128051757812,65.39523702272227,37.91712921610024,141.34808349609375,314.6293640136719,94.52983093261719,512.4053955078125
0,person,yolov5l,640,480,3,1,0.9328900575637817,457.54945373535156,278.8900146484375,278.8900146484375,71.49210214614868,58.10208638509115,140.01943969726562,418.9094543457031,96.04942321777344,553.598876953125
0,person,yolov5l,640,480,3,1,0.8688996434211731,321.8675537109375,131.48725128173828,131.48725128173828,50.291805267333984,27.39317735036214,1.1231307983398438,132.61038208007812,316.4486083984375,638.316162109375
0,person,yolov5l,427,640,3,1,0.8926295638084412,413.1128234863281,237.62554931640625,237.62554931640625,96.74773383754757,37.12899208068848,289.046875,526.6724243164062,8.402099609375,421.5149230957031
0,person,yolov5l,427,640,3,1,0.8455551266670227,199.27188110351562,178.28125,178.28125,46.66788784625658,27.8564453125,461.71875,640.0,0.1334686279296875,199.4053497314453
0,person,yolov5l,427,640,3,1,0.8296293616294861,325.1148223876953,198.63088989257812,198.63088989257812,76.13930266690757,31.036076545715332,1.63604736328125,200.26693725585938,97.95683288574219,423.0716552734375
0,person,yolov5l,427,640,3,1,0.8153532147407532,171.50445556640625,239.01251220703125,239.01251220703125,40.16497788440427,37.34570503234863,179.42962646484375,418.442138671875,251.7625732421875,423.26702880859375
0,person,yolov5l,427,640,3,1,0.799704909324646,143.4381561279297,109.2672119140625,109.2672119140625,33.59207403464396,17.073001861572266,530.6849975585938,639.9522094726562,161.8736114501953,305.311767578125
0,person,yolov5l,427,640,3,1,0.7476130127906799,230.97724151611328,96.0194091796875,96.0194091796875,54.09303080002653,15.003032684326172,467.20782470703125,563.2272338867188,115.57747650146484,346.5547180175781
0,person,yolov5l,427,640,3,1,0.6572780609130859,142.68701171875,199.22018432617188,199.22018432617188,33.41616199502342,31.128153800964355,440.7798156738281,640.0,280.03204345703125,422.71905517578125
0,person,yolov5l,427,640,3,1,0.6184622049331665,159.7913589477539,40.6085205078125,40.6085205078125,37.42186392219061,6.345081329345703,599.2682495117188,639.8767700195312,8.604026794433594,168.3953857421875
0,person,yolov5l,639,469,3,1,0.8874878287315369,472.2383728027344,212.62094116210938,212.62094116210938,73.90271874847173,45.33495547166511,169.9249267578125,382.5458679199219,134.77481079101562,607.01318359375
0,person,yolov5l,425,640,3,1,0.9387402534484863,417.40155029296875,401.4738464355469,401.4738464355469,98.21212948069854,62.7302885055542,237.15945434570312,638.63330078125,0.0,417.40155029296875
0,person,yolov5l,425,640,3,1,0.7670851349830627,401.34715270996094,251.69056701660156,251.69056701660156,94.43462416704963,39.326651096343994,0.5300140380859375,252.2205810546875,19.322952270507812,420.67010498046875
0,person,yolov5l,640,425,3,1,0.6828162670135498,581.3173828125,415.3764343261719,415.3764343261719,90.83084106445312,97.7356316061581,9.623565673828125,425.0,51.8671875,633.1845703125
0,person,yolov5l,640,425,3,1,0.2921648621559143,338.9618835449219,135.80071258544922,135.80071258544922,52.96279430389404,31.95310884363511,0.34250640869140625,136.14321899414062,298.6162414550781,637.578125
0,person,yolov5l,534,640,3,1,0.5976539254188538,523.6899108886719,588.7770080566406,588.7770080566406,98.06927170199847,91.9964075088501,1.514617919921875,590.2916259765625,0.831695556640625,524.5216064453125
0,person,yolov5l,601,640,3,1,0.9036311507225037,570.5103454589844,341.478271484375,341.478271484375,94.92684616622036,53.355979919433594,289.55706787109375,631.0353393554688,22.079254150390625,592.589599609375
0,person,yolov5l,601,640,3,1,0.8818857073783875,532.6666870117188,349.07899475097656,349.07899475097656,88.63006439462875,54.54359292984009,2.9095306396484375,351.988525390625,54.47015380859375,587.1368408203125
0,person,yolov5l,639,355,3,1,0.9431619644165039,494.26708984375,217.223876953125,217.223876953125,77.35009230731612,61.18982449383803,101.91293334960938,319.1368103027344,118.5234375,612.79052734375
