target,model,img,img_height,img_width,img_channels,accuracy,confidence,obj_height,obj_width,obj_height_p,obj_width_p,xmin,xmax,ymin,ymax
bicycle,yolov8l,2258982401_762044a41d_z.jpg,480,640,3,1,0.930901229,223,350,46.45833333,54.6875,284,634,170,393
bicycle,yolov8l,6141562070_11880edf2e_z.jpg,425,639,3,0,0,0,0,0,0,0,0,0,0
bicycle,yolov8l,5402229494_570e48f7f9_z.jpg,427,640,3,1,0.941038787,291,319,68.1498829,49.84375,0,319,0,291
bicycle,yolov8l,5402229494_570e48f7f9_z.jpg,427,640,3,1,0.727731407,300,495,70.25761124,77.34375,81,576,110,410
bicycle,yolov8l,3715997008_28a251eba7_z.jpg,425,640,3,0,0,0,0,0,0,0,0,0,0
bicycle,yolov8l,5877730305_f5e3d13667_z.jpg,427,640,3,1,0.937603056,260,285,60.88992974,44.53125,304,589,127,387
bicycle,yolov8l,15235483580_08696e0988_z.jpg,640,427,3,1,0.646004021,337,195,52.65625,45.66744731,119,314,236,573
bicycle,yolov8l,224422461_dddd4c8e99_z.jpg,480,640,3,1,0.617669761,277,332,57.70833333,51.875,267,599,178,455
bicycle,yolov8l,224422461_dddd4c8e99_z.jpg,480,640,3,1,0.470177084,229,337,47.70833333,52.65625,54,391,226,455
bicycle,yolov8l,224422461_dddd4c8e99_z.jpg,480,640,3,1,0.367569417,310,540,64.58333333,84.375,54,594,144,454
bicycle,yolov8l,8291522231_19e1414c1b_z.jpg,612,612,3,1,0.613498449,536,550,87.58169935,89.86928105,29,579,27,563
bicycle,yolov8l,16675918410_cc9588a553_z.jpg,359,640,3,1,0.656738698,329,377,91.64345404,58.90625,116,493,13,342
bicycle,yolov8l,2746929519_3599d54cfb_z.jpg,480,640,3,1,0.912449062,167,72,34.79166667,11.25,0,72,8,175
bicycle,yolov8l,2746929519_3599d54cfb_z.jpg,480,640,3,1,0.678260446,464,550,96.66666667,85.9375,70,620,1,465
bicycle,yolov8l,2746929519_3599d54cfb_z.jpg,480,640,3,1,0.427228093,245,279,51.04166667,43.59375,287,566,220,465
bicycle,yolov8l,5708252159_5b4ac86a01_z.jpg,480,640,3,1,0.943669021,376,531,78.33333333,82.96875,91,622,103,479
bicycle,yolov8l,5708252159_5b4ac86a01_z.jpg,480,640,3,1,0.93093276,118,176,24.58333333,27.5,252,428,0,118
bicycle,yolov8l,5708252159_5b4ac86a01_z.jpg,480,640,3,1,0.35517174,155,149,32.29166667,23.28125,113,262,110,265
bicycle,yolov8l,5708252159_5b4ac86a01_z.jpg,480,640,3,1,0.269799739,152,206,31.66666667,32.1875,54,260,110,262
bicycle,yolov8l,3353007655_56889b94a7_z.jpg,480,640,3,1,0.924202085,150,81,31.25,12.65625,281,362,224,374
bicycle,yolov8l,14265143426_0770389597_z.jpg,407,640,3,0,0,0,0,0,0,0,0,0,0
bicycle,yolov8l,8651904899_c2632fe751_z.jpg,427,640,3,1,0.329626441,271,436,63.46604215,68.125,139,575,135,406
bicycle,yolov8l,1553312291_c0cae48a37_z.jpg,640,287,3,1,0.962776721,208,143,32.5,49.82578397,0,143,214,422
bicycle,yolov8l,1553312291_c0cae48a37_z.jpg,640,287,3,1,0.960089445,158,271,24.6875,94.42508711,8,279,45,203
bicycle,yolov8l,1553312291_c0cae48a37_z.jpg,640,287,3,1,0.87532562,203,109,31.71875,37.97909408,157,266,432,635
bicycle,yolov8l,9755183855_953c4f062c_z.jpg,425,640,3,1,0.594991088,119,143,28,22.34375,271,414,302,421
bicycle,yolov8l,9755183855_953c4f062c_z.jpg,425,640,3,1,0.509437263,130,188,30.58823529,29.375,226,414,291,421
bicycle,yolov8l,5971377496_abc7d794c7_z.jpg,480,640,3,1,0.960342944,262,270,54.58333333,42.1875,111,381,217,479
bicycle,yolov8l,6459633873_5effb4b6e5_z.jpg,426,640,3,1,0.963235617,310,454,72.76995305,70.9375,110,564,93,403
bicycle,yolov8l,11484364375_4180af41fc_z.jpg,427,640,3,1,0.970120847,359,558,84.07494145,87.1875,39,597,30,389
bicycle,yolov8l,8106854318_06c1cc0fc3_z.jpg,480,640,3,1,0.977469623,357,633,74.375,98.90625,2,635,60,417
bicycle,yolov8l,296513213_9681371ed9_z.jpg,426,640,3,0,0,0,0,0,0,0,0,0,0
bicycle,yolov8l,3747524_f07f508ba9_z.jpg,640,504,3,1,0.683262229,291,344,45.46875,68.25396825,75,419,210,501
bicycle,yolov8l,18068160735_6c2f214265_z.jpg,480,640,3,0,0,0,0,0,0,0,0,0,0
bicycle,yolov8l,9141188655_328b195d8d_z.jpg,427,640,3,1,0.911981463,249,139,58.31381733,21.71875,291,430,171,420
bicycle,yolov8l,21376683791_d98acff014_z.jpg,640,640,3,1,0.953539491,443,559,69.21875,87.34375,19,578,136,579
bicycle,yolov8l,3604271495_1cacccec06_z.jpg,427,640,3,0,0,0,0,0,0,0,0,0,0
bicycle,yolov8l,51712355_49c2e95899_z.jpg,427,640,3,1,0.378283441,160,332,37.470726,51.875,225,557,149,309
bicycle,yolov8l,7675033952_b3caa0dd37_z.jpg,639,480,3,1,0.954002619,271,280,42.41001565,58.33333333,0,280,314,585
bicycle,yolov8l,14757587416_892a95bf77_z.jpg,360,640,3,1,0.72436589,182,66,50.55555556,10.3125,275,341,176,358
bicycle,yolov8l,14757587416_892a95bf77_z.jpg,360,640,3,1,0.432884187,125,95,34.72222222,14.84375,413,508,234,359
bicycle,yolov8l,2179537346_d695661bbc_z.jpg,640,425,3,1,0.65221417,247,101,38.59375,23.76470588,177,278,345,592
bicycle,yolov8l,2179537346_d695661bbc_z.jpg,640,425,3,1,0.515565574,176,89,27.5,20.94117647,189,278,416,592
bicycle,yolov8l,14628257582_1ff5e98e4c_z.jpg,400,640,3,1,0.8720119,302,630,75.5,98.4375,8,638,92,394
bicycle,yolov8l,19474810921_d2f23de0fc_z.jpg,480,640,3,0,0,0,0,0,0,0,0,0,0
bicycle,yolov8l,234597792_a9f1e7e7a9_z.jpg,425,639,3,1,0.590300679,177,167,41.64705882,26.13458529,28,195,245,422
bicycle,yolov8l,234597792_a9f1e7e7a9_z.jpg,425,639,3,1,0.586976528,76,215,17.88235294,33.64632238,297,512,348,424
bicycle,yolov8l,15333662010_2f428f7e2f_z.jpg,480,640,3,1,0.941639543,177,273,36.875,42.65625,1,274,211,388
bicycle,yolov8l,15333662010_2f428f7e2f_z.jpg,480,640,3,1,0.929513574,184,184,38.33333333,28.75,400,584,211,395
bicycle,yolov8l,15333662010_2f428f7e2f_z.jpg,480,640,3,1,0.389556527,81,85,16.875,13.28125,189,274,199,280
bicycle,yolov8l,414586991_9630094229_z.jpg,516,640,3,1,0.856845975,487,450,94.37984496,70.3125,35,485,12,499
bicycle,yolov8l,414586991_9630094229_z.jpg,516,640,3,1,0.681740046,364,469,70.54263566,73.28125,151,620,42,406
bicycle,yolov8l,414586991_9630094229_z.jpg,516,640,3,1,0.5273453,190,193,36.82170543,30.15625,37,230,12,202
bicycle,yolov8l,414586991_9630094229_z.jpg,516,640,3,1,0.403942674,245,177,47.48062016,27.65625,155,332,21,266
bicycle,yolov8l,2883059364_a6ccfaf69a_z.jpg,480,640,3,1,0.894576252,306,539,63.75,84.21875,58,597,68,374
bicycle,yolov8l,4484760806_dc814d2ce2_z.jpg,640,425,3,1,0.950492024,265,339,41.40625,79.76470588,40,379,269,534
bicycle,yolov8l,6816985831_893d039421_z.jpg,425,640,3,1,0.82099545,361,623,84.94117647,97.34375,16,639,55,416
bicycle,yolov8l,14811525368_d8b774e40a_z.jpg,425,640,3,1,0.812804401,169,87,39.76470588,13.59375,316,403,208,377
bicycle,yolov8l,14811525368_d8b774e40a_z.jpg,425,640,3,1,0.484026164,96,48,22.58823529,7.5,284,332,184,280
bicycle,yolov8l,5599702283_8562638984_z.jpg,427,640,3,1,0.944379508,381,530,89.22716628,82.8125,48,578,1,382
bicycle,yolov8l,6076857457_7a06e6ab35_z.jpg,478,640,3,1,0.880438983,140,113,29.28870293,17.65625,514,627,104,244
bicycle,yolov8l,6076857457_7a06e6ab35_z.jpg,478,640,3,1,0.713606715,400,393,83.68200837,61.40625,116,509,45,445
bicycle,yolov8l,1511658057_17b7bac11a_z.jpg,398,640,3,1,0.739251137,103,144,25.87939698,22.5,181,325,148,251
bicycle,yolov8l,1511658057_17b7bac11a_z.jpg,398,640,3,1,0.491124332,168,188,42.21105528,29.375,3,191,185,353
bicycle,yolov8l,4065552857_98aa8a39d4_z.jpg,427,640,3,1,0.860422015,108,65,25.29274005,10.15625,220,285,205,313
bicycle,yolov8l,4065552857_98aa8a39d4_z.jpg,427,640,3,1,0.845363438,112,194,26.2295082,30.3125,263,457,312,424
bicycle,yolov8l,4065552857_98aa8a39d4_z.jpg,427,640,3,1,0.748046219,62,121,14.51990632,18.90625,519,640,230,292
bicycle,yolov8l,4065552857_98aa8a39d4_z.jpg,427,640,3,1,0.7190696,210,107,49.18032787,16.71875,42,149,184,394
bicycle,yolov8l,9444094315_ba610ed94a_z.jpg,640,441,3,1,0.925436795,325,178,50.78125,40.36281179,179,357,211,536
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.90862,157,131,36.76814988,20.46875,509,640,242,399
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.888813555,189,116,44.26229508,18.125,524,640,2,191
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.866237998,160,174,37.470726,27.1875,465,639,188,348
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.812382519,145,118,33.95784543,18.4375,1,119,5,150
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.804012358,167,56,39.11007026,8.75,0,56,17,184
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.796630919,158,149,37.00234192,23.28125,490,639,1,159
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.788486063,129,121,30.21077283,18.90625,437,558,186,315
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.714425206,158,114,37.00234192,17.8125,0,114,264,422
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.713038206,89,77,20.84309133,12.03125,424,501,77,166
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.590272844,103,37,24.12177986,5.78125,0,37,321,424
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.538653493,39,39,9.133489461,6.09375,300,339,197,236
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.528219342,108,88,25.29274005,13.75,412,500,189,297
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.492511123,115,107,26.93208431,16.71875,110,217,61,176
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.457191736,40,36,9.367681499,5.625,216,252,129,169
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.396220326,62,59,14.51990632,9.21875,392,451,190,252
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.394283503,56,30,13.1147541,4.6875,610,640,369,425
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.346157104,73,76,17.09601874,11.875,394,470,196,269
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.327193439,65,69,15.22248244,10.78125,361,430,182,247
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.303196192,95,103,22.24824356,16.09375,107,210,211,306
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.303138673,80,94,18.735363,14.6875,404,498,189,269
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.281657815,87,82,20.37470726,12.8125,153,235,188,275
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.268317193,117,172,27.40046838,26.875,45,217,61,178
bicycle,yolov8l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.254394621,106,30,24.82435597,4.6875,610,640,318,424
bicycle,yolov8l,3452990622_cfb5fba34a_z.jpg,480,640,3,1,0.909540772,284,205,59.16666667,32.03125,170,375,161,445
bicycle,yolov8l,3452990622_cfb5fba34a_z.jpg,480,640,3,1,0.626461446,98,50,20.41666667,7.8125,130,180,118,216
bicycle,yolov8l,3452990622_cfb5fba34a_z.jpg,480,640,3,1,0.615746617,238,278,49.58333333,43.4375,297,575,242,480
bicycle,yolov8l,3452990622_cfb5fba34a_z.jpg,480,640,3,1,0.372546017,45,14,9.375,2.1875,370,384,99,144
bicycle,yolov8l,3452990622_cfb5fba34a_z.jpg,480,640,3,1,0.300608426,46,19,9.583333333,2.96875,367,386,98,144
bicycle,yolov8l,3452990622_cfb5fba34a_z.jpg,480,640,3,1,0.266591966,37,12,7.708333333,1.875,371,383,107,144
bicycle,yolov8l,3452990622_cfb5fba34a_z.jpg,480,640,3,1,0.345942587,51,47,10.625,7.34375,192,239,120,171
bicycle,yolov8l,3452990622_cfb5fba34a_z.jpg,480,640,3,1,0.313333571,98,94,20.41666667,14.6875,130,224,118,216
bicycle,yolov8l,5877731495_29cc1a6c57_z.jpg,426,640,3,1,0.954339743,236,221,55.39906103,34.53125,224,445,152,388
bicycle,yolov8l,2882148223_72d4df2a8e_z.jpg,480,640,3,1,0.893288016,450,599,93.75,93.59375,22,621,28,478
bicycle,yolov8l,6102395478_8c004e1142_z.jpg,480,640,3,1,0.956775844,453,639,94.375,99.84375,0,639,26,479
bicycle,yolov8l,7548613890_a6272237ac_z.jpg,640,480,3,1,0.965099275,434,397,67.8125,82.70833333,67,464,65,499
bicycle,yolov8l,7548613890_a6272237ac_z.jpg,640,480,3,1,0.877441525,245,237,38.28125,49.375,243,480,73,318
bicycle,yolov8l,7548613890_a6272237ac_z.jpg,640,480,3,1,0.733106792,369,131,57.65625,27.29166667,0,131,270,639
bicycle,yolov8l,2784964324_0b0373fd24_z.jpg,480,640,3,1,0.948450029,232,196,48.33333333,30.625,122,318,178,410
bicycle,yolov8l,8773393046_236298c465_z.jpg,427,640,3,1,0.744260669,213,458,49.88290398,71.5625,65,523,2,215
bicycle,yolov8l,14289042367_a041af95f4_z.jpg,427,640,3,1,0.967568636,172,426,40.28103044,66.5625,78,504,192,364
bicycle,yolov8l,1229448893_42c357ea12_z.jpg,400,640,3,1,0.852665007,393,355,98.25,55.46875,273,628,1,394
bicycle,yolov8l,5506132265_d6d43548eb_z.jpg,427,640,3,1,0.841287076,393,597,92.03747073,93.28125,0,597,28,421
bicycle,yolov8l,6117174227_6e5da0556b_z.jpg,640,427,3,1,0.573278189,137,289,21.40625,67.68149883,129,418,390,527
bicycle,yolov8l,6117174227_6e5da0556b_z.jpg,640,427,3,1,0.256023794,257,291,40.15625,68.1498829,127,418,270,527
bicycle,yolov8l,541124874_7247349bb7_z.jpg,640,427,3,1,0.95078212,342,317,53.4375,74.23887588,48,365,284,626
bicycle,yolov8l,541124874_7247349bb7_z.jpg,640,427,3,1,0.897615492,127,94,19.84375,22.01405152,307,401,238,365
bicycle,yolov8l,541124874_7247349bb7_z.jpg,640,427,3,1,0.677772701,106,88,16.5625,20.6088993,223,311,243,349
bicycle,yolov8l,541124874_7247349bb7_z.jpg,640,427,3,1,0.670964241,135,65,21.09375,15.22248244,6,71,260,395
bicycle,yolov8l,541124874_7247349bb7_z.jpg,640,427,3,1,0.511614263,31,26,4.84375,6.088992974,363,389,209,240
bicycle,yolov8l,13368340424_5c1f322f72_z.jpg,480,640,3,1,0.969048619,450,570,93.75,89.0625,24,594,30,480
bicycle,yolov8l,4763265058_6c6dbb9abe_z.jpg,427,640,3,1,0.6963076,417,639,97.65807963,99.84375,1,640,3,420
bicycle,yolov8l,4763265058_6c6dbb9abe_z.jpg,427,640,3,1,0.598209858,289,441,67.68149883,68.90625,199,640,6,295
bicycle,yolov8l,4763265058_6c6dbb9abe_z.jpg,427,640,3,1,0.584479213,108,233,25.29274005,36.40625,407,640,55,163
bicycle,yolov8l,4763265058_6c6dbb9abe_z.jpg,427,640,3,1,0.420962542,124,308,29.03981265,48.125,332,640,1,125
bicycle,yolov8l,4763265058_6c6dbb9abe_z.jpg,427,640,3,1,0.313200116,155,235,36.29976581,36.71875,405,640,61,216
bicycle,yolov8l,4763265058_6c6dbb9abe_z.jpg,427,640,3,1,0.274674147,165,349,38.64168618,54.53125,290,639,11,176
bicycle,yolov8l,4763265058_6c6dbb9abe_z.jpg,427,640,3,1,0.272281468,194,372,45.43325527,58.125,267,639,23,217
bicycle,yolov8l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.876720965,287,124,67.05607477,19.375,197,321,20,307
bicycle,yolov8l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.85455358,274,121,64.01869159,18.90625,487,608,66,340
bicycle,yolov8l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.74754709,276,117,64.48598131,18.28125,395,512,42,318
bicycle,yolov8l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.722591162,286,89,66.82242991,13.90625,551,640,72,358
bicycle,yolov8l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.686590612,211,289,49.29906542,45.15625,103,392,188,399
bicycle,yolov8l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.521614671,281,165,65.65420561,25.78125,37,202,31,312
bicycle,yolov8l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.477820069,272,115,63.55140187,17.96875,308,423,57,329
bicycle,yolov8l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.455683142,212,51,49.53271028,7.96875,317,368,108,320
bicycle,yolov8l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.404741555,265,59,61.91588785,9.21875,387,446,59,324
bicycle,yolov8l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.404444158,277,55,64.71962617,8.59375,0,55,42,319
bicycle,yolov8l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.281789809,273,75,63.78504673,11.71875,436,511,43,316
bicycle,yolov8l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.262691081,292,298,68.22429907,46.5625,92,390,107,399
bicycle,yolov8l,2136213674_4e484d88e3_z.jpg,640,480,3,1,0.959262967,379,367,59.21875,76.45833333,106,473,191,570
bicycle,yolov8l,2136213674_4e484d88e3_z.jpg,640,480,3,1,0.321094811,102,136,15.9375,28.33333333,0,136,49,151
bicycle,yolov8m,5021039430_0cda148fd5_z.jpg,640,427,3,1,0.95287168,353,282,55.15625,66.04215457,63,345,258,611
bicycle,yolov8m,5021039430_0cda148fd5_z.jpg,640,427,3,1,0.886510491,133,66,20.78125,15.45667447,360,426,281,414
bicycle,yolov8m,5021039430_0cda148fd5_z.jpg,640,427,3,1,0.859912157,174,112,27.1875,26.2295082,0,112,328,502
bicycle,yolov8m,5021039430_0cda148fd5_z.jpg,640,427,3,1,0.438388705,56,78,8.75,18.26697892,27,105,297,353
bicycle,yolov8m,9157606630_2ef852a3ee_z.jpg,640,427,3,1,0.935779154,156,225,24.375,52.69320843,123,348,218,374
bicycle,yolov8m,18608021442_84f7dcfa5c_z.jpg,480,640,3,1,0.716826975,155,345,32.29166667,53.90625,98,443,226,381
bicycle,yolov8m,159051371_77f7d02bb6_z.jpg,480,640,3,1,0.92139101,472,477,98.33333333,74.53125,95,572,1,473
bicycle,yolov8m,3666190087_ca2fb0d709_z.jpg,480,640,3,1,0.917437255,351,514,73.125,80.3125,86,600,36,387
bicycle,yolov8m,2788056049_b71f8998c7_z.jpg,640,480,3,1,0.793229043,115,111,17.96875,23.125,368,479,469,584
bicycle,yolov8m,2788056049_b71f8998c7_z.jpg,640,480,3,1,0.740261972,95,77,14.84375,16.04166667,256,333,378,473
bicycle,yolov8m,14652913468_5d3b2a39f1_z.jpg,480,640,3,1,0.967027426,395,530,82.29166667,82.8125,4,534,84,479
bicycle,yolov8m,3446761063_9cdc26f36c_z.jpg,426,640,3,1,0.920815289,202,345,47.41784038,53.90625,59,404,168,370
bicycle,yolov8m,9688658716_4b3e9c618c_z.jpg,427,640,3,1,0.893650413,215,379,50.35128806,59.21875,261,640,209,424
bicycle,yolov8m,9688658716_4b3e9c618c_z.jpg,427,640,3,1,0.578393996,162,166,37.93911007,25.9375,260,426,262,424
bicycle,yolov8m,7417962302_a50fc8eb6b_z.jpg,425,640,3,1,0.949142933,91,169,21.41176471,26.40625,52,221,192,283
bicycle,yolov8m,7417962302_a50fc8eb6b_z.jpg,425,640,3,1,0.938309371,161,322,37.88235294,50.3125,201,523,262,423
bicycle,yolov8m,7417962302_a50fc8eb6b_z.jpg,425,640,3,1,0.666539967,87,36,20.47058824,5.625,0,36,192,279
bicycle,yolov8m,7417962302_a50fc8eb6b_z.jpg,425,640,3,1,0.56429255,58,36,13.64705882,5.625,0,36,221,279
bicycle,yolov8m,3685504815_c15a389bd3_z.jpg,480,640,3,1,0.937097192,228,344,47.5,53.75,147,491,175,403
bicycle,yolov8m,8289650934_506c73242a_z.jpg,612,612,3,1,0.945113063,423,585,69.11764706,95.58823529,15,600,116,539
bicycle,yolov8m,4625462281_7df55484bb_z.jpg,426,640,3,1,0.904668152,281,130,65.96244131,20.3125,407,537,64,345
bicycle,yolov8m,4625462281_7df55484bb_z.jpg,426,640,3,1,0.897621334,403,277,94.60093897,43.28125,5,282,18,421
bicycle,yolov8m,4625462281_7df55484bb_z.jpg,426,640,3,1,0.66312623,120,94,28.16901408,14.6875,546,640,303,423
bicycle,yolov8m,4625462281_7df55484bb_z.jpg,426,640,3,1,0.478112698,311,266,73.00469484,41.5625,172,438,53,364
bicycle,yolov8m,4625462281_7df55484bb_z.jpg,426,640,3,1,0.452345788,332,125,77.9342723,19.53125,0,125,32,364
bicycle,yolov8m,4625462281_7df55484bb_z.jpg,426,640,3,1,0.41466409,366,392,85.91549296,61.25,46,438,15,381
bicycle,yolov8m,6771874127_f8f380b3cb_z.jpg,425,640,3,1,0.850448489,415,631,97.64705882,98.59375,8,639,4,419
bicycle,yolov8m,4349979920_189df35e15_z.jpg,480,640,3,1,0.917392313,284,443,59.16666667,69.21875,149,592,71,355
bicycle,yolov8m,5816846412_7b6fa97da0_z.jpg,427,640,3,1,0.705980957,403,553,94.3793911,86.40625,54,607,10,413
bicycle,yolov8m,5816846412_7b6fa97da0_z.jpg,427,640,3,1,0.391999245,285,169,66.74473068,26.40625,47,216,10,295
bicycle,yolov8m,82903264_5dd277c32d_z.jpg,480,640,3,1,0.903025448,154,159,32.08333333,24.84375,15,174,265,419
bicycle,yolov8m,82903264_5dd277c32d_z.jpg,480,640,3,1,0.866992116,199,221,41.45833333,34.53125,189,410,247,446
