target,model,img,img_height,img_width,img_channels,accuracy,confidence,obj_height,obj_width,obj_height_p,obj_width_p,xmin,xmax,ymin,ymax
cat,yolov5l,5549228224_a42f7d5300_z.jpg,425,640,3,0,0,0,0,0,0,0,0,0,0
cat,yolov5l,4730790029_bdc24fcb8c_z.jpg,428,639,3,0,0,0,0,0,0,0,0,0,0
cat,yolov5l,17594682014_fcd2ac5ca3_z.jpg,480,640,3,0,0,0,0,0,0,0,0,0,0
cat,yolov5l,6100259603_28a9794ed5_z.jpg,427,640,3,0,0,0,0,0,0,0,0,0,0
cat,yolov5l,6924362656_d86bedc2e4_z.jpg,480,640,3,0,0,0,0,0,0,0,0,0,0
dog,yolov5l,7928462126_bb6f3a98bf_z.jpg,427,640,3,0,0,0,0,0,0,0,0,0,0
person,yolov5l,16433605163_8c9393beb1_z.jpg,480,640,3,1,0.251561135,138.5501709,71.91296387,28.86461894,11.2364006,0.17061615,72.08358002,339.8564758,478.4066467
bicycle,yolov5l,6076857457_7a06e6ab35_z.jpg,478,640,3,1,0.253209025,175.1565247,144.784729,36.64362441,22.62261391,366.0577698,510.8424988,134.352478,309.5090027
bicycle,yolov5l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.255971313,95.49517822,106.8161354,22.36421036,16.69002116,10.18436813,117.0005035,184.5441895,280.0393677
car,yolov5l,340359612_df41037e73_z.jpg,426,640,3,1,0.256803721,88.32046509,51.89019775,20.73250354,8.107843399,588.1098022,640,139.291748,227.6122131
car,yolov5l,3413987789_b607473327_z.jpg,480,640,3,1,0.261852056,17.43744659,11.37846375,3.632801374,1.77788496,0,11.37846375,125.5727921,143.0102386
person,yolov5l,5481347426_620620145e_z.jpg,427,640,3,1,0.26253581,130.4005737,46.21893311,30.53877605,7.221708298,426.7999268,473.0188599,247.5802612,377.980835
car,yolov5l,2433290346_8482cac895_z.jpg,425,640,3,1,0.263747007,8.275512695,17.25842285,1.947179458,2.696628571,457.8013611,475.0597839,334.408905,342.6844177
person,yolov5l,3954929491_6e95503c3d_z.jpg,420,640,3,1,0.264211625,147.3595886,66.22201538,35.08561634,10.3471899,477.4385071,543.6605225,160.3181763,307.6777649
bicycle,yolov5l,3715997008_28a251eba7_z.jpg,425,640,3,1,0.264840633,275.9795532,374.5193329,64.93636546,58.51864576,194.6625519,569.1818848,147.3266602,423.3062134
bicycle,yolov5l,2788056049_b71f8998c7_z.jpg,640,480,3,1,0.265253812,83.65557861,50.49060059,13.07118416,10.51887512,189.4345245,239.9251251,270.788147,354.4437256
person,yolov5l,2392419690_8495e2b2c9_z.jpg,496,640,3,1,0.265999138,78.29446411,52.93334961,15.78517422,8.270835876,322.9971313,375.930481,2.270401001,80.56486511
person,yolov5l,16433605163_8c9393beb1_z.jpg,480,640,3,1,0.266879827,36.65530396,27.89361572,7.636521657,4.358377457,140.430191,168.3238068,164.7679443,201.4232483
person,yolov5l,16433605163_8c9393beb1_z.jpg,480,640,3,1,0.269225746,46.09472656,30.07080078,9.603068034,4.698562622,449.4592896,479.5300903,160.6979523,206.7926788
bicycle,yolov5l,296513213_9681371ed9_z.jpg,426,640,3,1,0.273442119,425.578064,618.2245789,99.90095398,96.59759045,20.49563599,638.7202148,0,425.578064
dog,yolov5l,5290576324_881daf8265_z.jpg,480,640,3,1,0.273509383,240.7138062,175.1046677,50.14870962,27.36010432,104.136116,279.2407837,165.8696594,406.5834656
car,yolov5l,5466970559_0f7b06bcd6_z.jpg,427,640,3,1,0.274598211,98.46121216,47.17897224,23.05883189,7.371714413,0.276426315,47.45539856,156.1378784,254.5990906
bicycle,yolov5l,2136213674_4e484d88e3_z.jpg,640,480,3,1,0.275107205,101.6974144,135.5155945,15.890221,28.23241552,0.667861938,136.1834564,48.58420181,150.2816162
car,yolov5l,15196353300_2dcb1a1948_z.jpg,426,640,3,1,0.278240174,13.29668427,70.21563721,3.121287386,10.97119331,319.3521729,389.5678101,108.1030655,121.3997498
person,yolov5l,5425389979_390e3f3881_z.jpg,456,640,3,1,0.278549761,135.0769043,68.972229,29.62212814,10.77691078,75.95121765,144.9234467,102.6314697,237.708374
bicycle,yolov5l,4763265058_6c6dbb9abe_z.jpg,427,640,3,1,0.278655857,83.20027924,279.7185974,19.48484291,43.70603085,354.5588684,634.2774658,0,83.20027924
bicycle,yolov5l,4763265058_6c6dbb9abe_z.jpg,427,640,3,1,0.27945894,35.98135757,74.68847656,8.426547441,11.67007446,565.2720947,639.9605713,41.1376915,77.11904907
dog,yolov5l,8132134109_24eaa95e21_z.jpg,359,639,3,1,0.279653847,149.9370193,123.7458496,41.76518645,19.36554767,350.2082214,473.954071,83.97907257,233.9160919
dog,yolov5l,4941417139_1608ab2596_z.jpg,480,640,3,1,0.28181982,415.6238403,628.5258179,86.58830007,98.20715904,1.877807617,630.4036255,58.16549683,473.7893372
dog,yolov5l,9159634981_ea2947ff02_z.jpg,640,480,3,1,0.288811475,364.0231476,325.2377319,56.87861681,67.75786082,1.929260254,327.1669922,90.28764343,454.310791
car,yolov5l,10218081326_b6a2dd98f5_z.jpg,640,640,3,1,0.28914997,41.59585571,84.8861084,6.499352455,13.26345444,151.5908203,236.4769287,209.6287689,251.2246246
bicycle,yolov5l,7417962302_a50fc8eb6b_z.jpg,425,640,3,1,0.289498478,55.96871948,119.0621643,13.16911047,18.60346317,77.54037476,196.6025391,208.9841614,264.9528809
person,yolov5l,6431185703_6c72dd7b5e_z.jpg,427,640,3,1,0.29080379,69.58013916,44.16894531,16.29511456,6.901397705,590.7894897,634.9584351,192.8531494,262.4332886
person,yolov5l,16850385890_8105762655_z.jpg,640,425,3,1,0.292164862,338.9618835,135.8007126,52.9627943,31.95310884,0.342506409,136.143219,298.6162415,637.578125
bicycle,yolov5l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.294832528,258.0979919,126.4721069,60.30326915,19.76126671,197.0835266,323.5556335,18.09945679,276.1974487
cat,yolov5l,2215395014_24a2f8184c_z.jpg,512,639,3,1,0.297420859,290.1200867,483.5325317,56.66407943,75.67019276,26.0743103,509.606842,0,290.1200867
dog,yolov5l,4975505027_db5864977d_z.jpg,480,640,3,1,0.297670811,133.1703644,196.7687073,27.74382591,30.74511051,30.82696533,227.5956726,242.8425751,376.0129395
bicycle,yolov5l,224422461_dddd4c8e99_z.jpg,480,640,3,1,0.299387723,176.3098755,103.3117676,36.73122406,16.14246368,479.9785767,583.2903442,183.3674316,359.6773071
person,yolov5l,6431185703_6c72dd7b5e_z.jpg,427,640,3,1,0.301484525,100.7390289,40.56707764,23.59227844,6.338605881,337.642395,378.2094727,188.7744904,289.5135193
bicycle,yolov5l,4763265058_6c6dbb9abe_z.jpg,427,640,3,1,0.303053051,54.68174934,183.7200012,12.80603029,28.70625019,449.4701843,633.1901855,0.421583176,55.10333252
car,yolov5l,8265517869_53c5fb3eff_z.jpg,426,639,3,1,0.304765075,97.62397766,40.92056274,22.91642668,6.403843935,499.9107361,540.8312988,117.8768463,215.500824
car,yolov5l,13314143603_95d63b5748_z.jpg,480,640,3,1,0.305682778,50.04855347,74.24816895,10.42678197,11.6012764,230.5733948,304.8215637,73.21849823,123.2670517
bicycle,yolov5l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.305857033,332.1547852,206.4781647,77.60625821,32.26221323,11.38865662,217.8668213,30.65823364,362.8130188
bicycle,yolov5l,414586991_9630094229_z.jpg,516,640,3,1,0.309467971,226.1038742,173.8798981,43.81858027,27.16873407,156.9556732,330.8355713,37.09400177,263.197876
person,yolov5l,16433605163_8c9393beb1_z.jpg,480,640,3,1,0.314047545,39.91983032,37.89828491,8.316631317,5.921607018,91.24671936,129.1450043,163.9632874,203.8831177
person,yolov5l,5425389979_390e3f3881_z.jpg,456,640,3,1,0.314153939,142.263092,72.83270264,31.1980465,11.38010979,352.0696106,424.9023132,92.05793762,234.3210297
bicycle,yolov5l,234597792_a9f1e7e7a9_z.jpg,425,639,3,1,0.323105931,73.65206909,213.8787537,17.32989861,33.47085347,298.613678,512.4924316,350.3169556,423.9690247
car,yolov5l,6097504753_2971a9eaa6_z.jpg,480,640,3,1,0.323297799,365.0428467,321.6321259,76.05059306,50.25501966,0.132034302,321.7641602,98.56616211,463.6090088
bicycle,yolov5l,2788056049_b71f8998c7_z.jpg,640,480,3,1,0.32421416,24.12219238,33.64788818,3.76909256,7.009976705,335.3582153,369.0061035,130.6404724,154.7626648
bicycle,yolov5l,224422461_dddd4c8e99_z.jpg,480,640,3,1,0.327417642,227.2493896,455.0120544,47.34362284,71.09563351,62.80239868,517.8144531,226.4676208,453.7170105
person,yolov5l,15392489891_905432249f_z.jpg,427,640,3,1,0.328332901,111.1376953,62.79364014,26.02756331,9.811506271,241.0386658,303.8323059,132.382431,243.5201263
bicycle,yolov5l,234597792_a9f1e7e7a9_z.jpg,425,639,3,1,0.328698784,189.1738739,160.1727219,44.51149974,25.06615366,26.58402252,186.7567444,231.1428375,420.3167114
bicycle,yolov5l,3452990622_cfb5fba34a_z.jpg,480,640,3,1,0.328855813,45.06222534,38.93112183,9.387963613,6.082987785,195.7538147,234.6849365,125.0592499,170.1214752
person,yolov5l,4282546783_10b5e0a62e_z.jpg,480,640,3,1,0.331077695,93.44384766,19.82861328,19.46746826,3.098220825,620.1651611,639.9937744,263.1676331,356.6114807
cat,yolov5l,2215395014_24a2f8184c_z.jpg,512,639,3,1,0.335709423,508.131134,625.0015564,99.24436212,97.80932025,2.550689697,627.5522461,0,508.131134
bicycle,yolov5l,224422461_dddd4c8e99_z.jpg,480,640,3,1,0.335840315,272.7190094,319.4231262,56.81646029,49.90986347,267.1574402,586.5805664,180.8630219,453.5820313
person,yolov5l,4282546783_10b5e0a62e_z.jpg,480,640,3,1,0.33600226,103.8991089,26.50634766,21.64564768,4.141616821,604.0802002,630.5865479,257.4525146,361.3516235
person,yolov5l,10921149963_027e750820_z.jpg,425,640,3,1,0.338763326,209.6865692,222.77771,49.33801629,34.80901718,200.9403687,423.7180786,129.6033478,339.289917
person,yolov5l,16433605163_8c9393beb1_z.jpg,480,640,3,1,0.33966589,88.84442139,44.88867188,18.50925446,7.01385498,594.9997559,639.8884277,147.4153137,236.2597351
person,yolov5l,3954929491_6e95503c3d_z.jpg,420,640,3,1,0.339787751,176.2096558,72.25408936,41.95467994,11.28970146,282.2565308,354.5106201,241.4741821,417.6838379
dog,yolov5l,6897439523_236f77f06f_z.jpg,452,640,3,1,0.341660142,306.8474121,161.1651611,67.8865956,25.18205643,283.5663147,444.7314758,45.39389038,352.2413025
cat,yolov5l,225687978_713319e6c1_z.jpg,640,427,3,1,0.343968242,614.0947876,417.5129547,95.95231056,97.77820953,7.692733765,425.2056885,18.58081055,632.6755981
bicycle,yolov5l,4625462281_7df55484bb_z.jpg,426,640,3,1,0.345741659,166.7998199,43.27013397,39.15488731,6.760958433,0.288326263,43.55846024,198.8564301,365.65625
person,yolov5l,16433605163_8c9393beb1_z.jpg,480,640,3,1,0.345782012,122.6822205,33.43109131,25.55879593,5.223608017,262.9788818,296.4099731,160.8539429,283.5361633
bicycle,yolov5l,4625462281_7df55484bb_z.jpg,426,640,3,1,0.347027421,334.2433624,106.0988541,78.4608832,16.57794595,0,106.0988541,28.50712585,362.7504883
person,yolov5l,5481347426_620620145e_z.jpg,427,640,3,1,0.357731462,144.942543,95.94998169,33.94438947,14.99218464,202.4182739,298.3682556,87.93297577,232.8755188
bicycle,yolov5l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.359817713,202.7556763,285.0668945,47.37282156,44.54170227,106.5906372,391.6575317,195.9812622,398.7369385
car,yolov5l,6010263871_df93fb6382_z.jpg,427,640,3,1,0.361959249,17.90296936,54.29260254,4.192732871,8.483219147,401.6165161,455.9091187,0,17.90296936
bicycle,yolov5l,2788056049_b71f8998c7_z.jpg,640,480,3,1,0.362352848,28.77587891,35.10150146,4.496231079,7.312812805,291.0854492,326.1869507,153.8719482,182.6478271
bicycle,yolov5l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.363745153,39.96987915,38.44390869,9.360627436,6.006860733,214.2412109,252.6851196,128.1667786,168.1366577
person,yolov5l,11983632613_4efcf5f3d3_z.jpg,402,640,3,1,0.366659373,42.56694031,17.29077148,10.58879112,2.701683044,328.4765015,345.7672729,42.55290985,85.11985016
bicycle,yolov5l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.366953313,55.25772095,52.55957031,12.94091825,8.212432861,204.7542725,257.3138428,192.2679443,247.5256653
bicycle,yolov5l,5816846412_7b6fa97da0_z.jpg,427,640,3,1,0.370357841,406.5793152,571.9042969,95.21763822,89.36004639,35.08087158,606.9851685,14.13848877,420.717804
bicycle,yolov5l,2788056049_b71f8998c7_z.jpg,640,480,3,1,0.371052414,27.30879974,33.04534912,4.26699996,6.884447734,441.2194824,474.2648315,109.4524307,136.7612305
person,yolov5l,4282546783_10b5e0a62e_z.jpg,480,640,3,1,0.372649908,125.4537964,26.76538086,26.13620758,4.182090759,538.0098267,564.7752075,242.1871643,367.6409607
person,yolov5l,8031274301_1d9bc9b665_z.jpg,640,427,3,1,0.376266688,418.4519196,111.3106689,65.38311243,26.06807235,314.8265381,426.137207,219.2484589,637.7003784
person,yolov5l,5316877862_ccdebd50e5_z.jpg,419,639,3,1,0.378015488,38.92657471,26.68838501,9.290351959,4.176586074,278.3488464,305.0372314,379.3055115,418.2320862
bicycle,yolov5l,18608021442_84f7dcfa5c_z.jpg,480,640,3,1,0.379254878,156.2518463,349.0191193,32.55246798,54.53423738,94.60423279,443.6233521,224.3383026,380.5901489
dog,yolov5l,4975505027_db5864977d_z.jpg,480,640,3,1,0.38020125,191.2722931,123.1730804,39.84839439,19.24579382,140.7619171,263.9349976,120.9860687,312.2583618
bicycle,yolov5l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.390978009,85.17459106,70.1282959,19.94721102,10.95754623,392.1916199,462.3199158,183.025238,268.1998291
person,yolov5l,892497288_b916ec820e_z.jpg,481,640,3,1,0.391735315,278.2212982,310.6257477,57.84226574,48.53527308,244.5015106,555.1272583,64.00947571,342.2307739
car,yolov5l,3141821008_3743fb8be5_z.jpg,494,640,3,1,0.394275934,21.51483154,44.50061035,4.355229057,6.953220367,577.2957764,621.7963867,198.8481598,220.3629913
car,yolov5l,5516505342_43268015f4_z.jpg,480,640,3,1,0.394535482,52.32339478,76.13383865,10.90070724,11.89591229,0.093166351,76.227005,177.7988892,230.1222839
person,yolov5l,5316877862_ccdebd50e5_z.jpg,419,639,3,1,0.396750361,94.48074341,66.62136841,22.54910344,10.42587925,193.7054138,260.3267822,265.5094604,359.9902039
person,yolov5l,3954929491_6e95503c3d_z.jpg,420,640,3,1,0.398938239,138.8870087,66.63699341,33.0683354,10.41203022,175.9461823,242.5831757,103.8712921,242.7583008
bicycle,yolov5l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.400794655,104.857666,123.3344116,24.55683045,19.27100182,88.60772705,211.9421387,198.5629272,303.4205933
bicycle,yolov5l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.403985381,111.3650513,83.15883636,26.08080826,12.99356818,75.28678131,158.4456177,257.3811035,368.7461548
dog,yolov5l,2433596596_377bb91619_z.jpg,491,640,3,1,0.40743947,369.7740021,464.1436615,75.31038739,72.52244711,64.57191467,528.7155762,121.2259979,491
bicycle,yolov5l,7548613890_a6272237ac_z.jpg,640,480,3,1,0.408500612,369.0419922,129.8873672,57.66281128,27.05986818,0.78704071,130.674408,270.9580078,640
person,yolov5l,16433605163_8c9393beb1_z.jpg,480,640,3,1,0.416307837,41.23257446,17.21914673,8.59011968,2.690491676,0,17.21914673,167.7135315,208.946106
bicycle,yolov5l,2882148223_72d4df2a8e_z.jpg,480,640,3,1,0.418053269,449.2880554,622.0692139,93.60167821,97.19831467,10.93011475,632.9993286,28.22424316,477.5122986
person,yolov5l,16433605163_8c9393beb1_z.jpg,480,640,3,1,0.423576206,173.5190887,30.15814209,36.14981016,4.712209702,391.3130798,421.4712219,178.0380402,351.5571289
dog,yolov5l,14584923986_debd346d81_z.jpg,640,640,3,1,0.424009413,637.0016479,636.406311,99.53150749,99.4384861,3.499450684,639.9057617,2.998352051,640
person,yolov5l,6431185703_6c72dd7b5e_z.jpg,427,640,3,1,0.424355119,108.5360718,43.26055908,25.41828379,6.759462357,470.0028687,513.2634277,177.8305359,286.3666077
person,yolov5l,5387089136_efcdc42456_z.jpg,431,640,3,1,0.429160029,108.0058594,59.39950562,25.05936412,9.281172752,129.6946259,189.0941315,26.38864136,134.3945007
dog,yolov5l,4414731678_5f70c9f88e_z.jpg,480,640,3,1,0.435559899,284.7973175,406.5344238,59.33277448,63.52100372,140.5018311,547.0362549,85.98698425,370.7843018
bicycle,yolov5l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.436418951,50.39328003,47.29748535,11.80170492,7.390232086,377.9865723,425.2840576,129.4425201,179.8358002
car,yolov5l,6410065163_fef2877544_z.jpg,444,640,3,1,0.436872393,343.8934937,611.3213806,77.45348956,95.51896572,28.67861938,640,59.75082397,403.6443176
bicycle,yolov5l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.436932892,44.9725647,56.48425293,10.53221656,8.82566452,283.6901245,340.1743774,192.3153534,237.2879181
cat,yolov5l,4743123794_5c502eaee7_z.jpg,640,427,3,1,0.440259427,629.7712402,419.9154205,98.40175629,98.3408479,7.084579468,427,0.838684082,630.6099243
car,yolov5l,7035751851_15d745cf2c_z.jpg,480,640,3,1,0.445042372,48.81140137,94.46284485,10.16904195,14.75981951,0,94.46284485,103.4069061,152.2183075
cat,yolov5l,7685782426_d3615820e9_z.jpg,427,640,3,1,0.44757995,417.3092651,622.7027588,97.73050706,97.29730606,13.27880859,635.9815674,0,417.3092651
bicycle,yolov5l,15333662010_2f428f7e2f_z.jpg,480,640,3,1,0.448676348,83.23687744,83.11244202,17.34101613,12.98631907,190.7524872,273.8649292,199.6446838,282.8815613
car,yolov5l,6097504753_2971a9eaa6_z.jpg,480,640,3,1,0.449832439,260.1149902,468.0952148,54.19062297,73.13987732,71.13909912,539.234314,53.58319092,313.6981812
dog,yolov5l,14351072751_334621d203_z.jpg,480,640,3,1,0.450180382,137.5126953,431.753006,28.64847819,67.46140718,153.712265,585.465271,246.6901855,384.2028809
person,yolov5l,16433605163_8c9393beb1_z.jpg,480,640,3,1,0.450775266,173.0393066,67.52914429,36.04985555,10.55142879,503.372406,570.9015503,174.844635,347.8839417
person,yolov5l,5425389979_390e3f3881_z.jpg,456,640,3,1,0.452024847,142.0240097,68.06533813,31.14561616,10.63520908,501.0683899,569.133728,101.1405411,243.1645508
cat,yolov5l,1980856023_6049619444_z.jpg,480,640,3,1,0.453932285,478.3716736,538.9025269,99.66076533,84.20351982,7.124450684,546.0269775,1.628326416,480
person,yolov5l,300422857_eb3a885357_z.jpg,640,632,3,1,0.454892546,640,569.1026917,100,90.04789425,52.94259644,622.0452881,0,640
car,yolov5l,5466970559_0f7b06bcd6_z.jpg,427,640,3,1,0.459281415,36.5220108,46.21850586,8.553164123,7.221641541,559.473877,605.6923828,95.41057587,131.9325867
car,yolov5l,5466970559_0f7b06bcd6_z.jpg,427,640,3,1,0.460474759,28.25413513,64.47253418,6.616893473,10.07383347,571.4036865,635.8762207,85.52416229,113.7782974
car,yolov5l,3141821008_3743fb8be5_z.jpg,494,640,3,1,0.460897505,16.16305542,31.17773438,3.271873567,4.871520996,561.4481812,592.6259155,198.3551483,214.5182037
person,yolov5l,7742706992_27215ef7f8_z.jpg,640,428,3,1,0.462750196,173.4270325,29.4800415,27.09797382,6.887860164,397.6180725,427.098114,165.1315613,338.5585938
person,yolov5l,8922688952_9cacbffe29_z.jpg,639,402,3,1,0.465004861,630.7802992,215.6946106,98.71366184,53.65537577,185.741394,401.4360046,5.223118782,636.003418
bicycle,yolov5l,4763265058_6c6dbb9abe_z.jpg,427,640,3,1,0.467415065,156.5308533,340.1735229,36.65827945,53.15211296,298.5943604,638.7678833,27.47377014,184.0046234
bicycle,yolov5l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.46950531,75.45240784,72.91647339,17.67035312,11.39319897,170.9249573,243.8414307,189.8498993,265.3023071
cat,yolov5l,3844809782_aa1ce17781_z.jpg,480,640,3,1,0.470434546,430.9404907,308.4257507,89.7792689,48.19152355,327.5138245,635.9395752,48.54934692,479.4898376
car,yolov5l,10218081326_b6a2dd98f5_z.jpg,640,640,3,1,0.471519649,49.08947754,63.38134766,7.670230865,9.903335571,101.6359558,165.0173035,237.5320435,286.621521
person,yolov5l,5481347426_620620145e_z.jpg,427,640,3,1,0.472991318,134.7397461,61.20220947,31.55497567,9.56284523,388.0818787,449.2840881,238.8933716,373.6331177
bicycle,yolov5l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.473529935,89.3500061,109.5637207,20.92505998,17.11933136,123.1201019,232.6838226,186.7965088,276.1465149
car,yolov5l,3141821008_3743fb8be5_z.jpg,494,640,3,1,0.473904669,23.41168213,45.6348877,4.739206909,7.130451202,516.5533447,562.1882324,192.9376221,216.3493042
person,yolov5l,6431185703_6c72dd7b5e_z.jpg,427,640,3,1,0.476146609,82.63624573,23.64889526,19.35275076,3.695139885,44.0020752,67.65097046,199.1389008,281.7751465
cat,yolov5l,8464801471_b2b61acc7b_z.jpg,427,640,3,1,0.477092654,421.5162964,624.1438599,98.71576028,97.5224781,3.894042969,628.0379028,0,421.5162964
car,yolov5l,211850545_7f670901ab_z.jpg,426,640,3,1,0.480035037,419.8396606,620.1635437,98.55391095,96.9005537,15.00930786,635.1728516,0,419.8396606
bicycle,yolov5l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.483603507,136.5904541,192.1984482,31.98839675,30.03100753,10.82459259,203.0230408,186.5709839,323.161438
cat,yolov5l,7664570690_6ab2f0ab5d_z.jpg,480,640,3,1,0.484501183,470.5423584,536.5558777,98.029658,83.83685589,99.5930481,636.1489258,5.430786133,475.9731445
person,yolov5l,5210291488_fe9939bdf1_z.jpg,360,640,3,1,0.485306442,192.0247192,95.07751465,53.34019979,14.85586166,544.862793,639.9403076,162.24646,354.2711792
bicycle,yolov5l,6816985831_893d039421_z.jpg,425,640,3,1,0.488821208,376.3215637,591.9699402,88.54625029,92.49530315,48.03005981,640,42.41558838,418.7371521
car,yolov5l,5466970559_0f7b06bcd6_z.jpg,427,640,3,1,0.493012518,19.81816101,20.56011963,4.641255506,3.212518692,619.4398804,640,82.23449707,102.0526581
cat,yolov5l,2709706154_32ff27825a_z.jpg,480,640,3,1,0.493453026,478.8495178,594.2875977,99.76031621,92.85743713,44.78741455,639.0750122,0,478.8495178
bicycle,yolov5l,1908136167_cae3414e7e_z.jpg,428,640,3,1,0.494450331,270.5773926,114.621521,63.21901696,17.90961266,395.269104,509.890625,41.4654541,312.0428467
car,yolov5l,340359612_df41037e73_z.jpg,426,640,3,1,0.501414835,171.9539185,107.5061417,40.36476959,16.79783463,0.310119629,107.8162613,83.42886353,255.382782
bicycle,yolov5l,16679943419_b0fd9b6858_z.jpg,427,640,3,1,0.503972292,100.5980835,36.72706413,23.55927014,5.738603771,0.254091263,36.9811554,323.9561768,424.5542603
cat,yolov5l,80536950_5993089209_z.jpg,480,640,3,1,0.504693747,475.2485352,614.1221008,99.01011149,95.95657825,14.15414429,628.2762451,0,475.2485352
car,yolov5l,6097504753_2971a9eaa6_z.jpg,480,640,3,1,0.506807804,146.9602661,392.0844421,30.61672211,61.26319408,236.54422,628.6286621,31.01298523,177.9732513
person,yolov5l,5425389979_390e3f3881_z.jpg,456,640,3,1,0.5087865,107.0043335,95.26379395,23.46586261,14.8849678,233.0216064,328.2854004,290.9195557,397.9238892
person,yolov5l,3954929491_6e95503c3d_z.jpg,420,640,3,1,0.509688914,184.383255,98.63256836,43.900775,15.41133881,192.5585022,291.1910706,233.8403778,418.2236328
person,yolov5l,14507981482_c50d893620_z.jpg,640,503,3,1,0.511562407,107.3947601,58.20733643,16.78043127,11.57203507,115.6961365,173.9034729,58.86158752,166.2563477
car,yolov5l,6410065163_fef2877544_z.jpg,444,640,3,1,0.514704049,88.6187439,40.6418457,19.95917655,6.350288391,599.3054199,639.9472656,119.5041809,208.1229248
bicycle,yolov5l,14652913468_5d3b2a39f1_z.jpg,480,640,3,1,0.51595217,408.3625488,549.0756226,85.07553101,85.79306602,0,549.0756226,71.63745117,480
person,yolov5l,6309741882_b074ee1a96_z.jpg,541,640,3,1,0.516046226,522.4943542,408.3757477,96.57936308,63.80871058,228.1627045,636.5384521,3.207672119,525.7020264
dog,yolov5l,4975505027_db5864977d_z.jpg,480,640,3,1,0.516649246,136.8849335,136.2619629,28.51769447,21.2909317,226.0632935,362.3252563,238.6494904,375.5344238
cat,yolov5l,31792151_e1e4c47427_z.jpg,423,640,3,1,0.516984403,333.7011566,615.6386414,78.88916232,96.19353771,7.248199463,622.8868408,83.75038147,417.4515381
