,target,model,img_height,img_width,img_channels,accuracy,confidence,obj_height,obj_width,obj_width,obj_height_p,obj_width_p,xmin,xmax,ymin,ymax
0,bicycle,yolov8l,427,640,3,1,0.9539952278137207,409.0,556.0,556.0,95.78454332552693,86.875,49.0,605.0,9.0,418.0
0,bicycle,yolov8l,427,640,3,1,0.3081856667995453,272.0,166.0,166.0,63.70023419203747,25.9375,48.0,214.0,26.0,298.0
0,bicycle,yolov8l,480,640,3,1,0.9286284446716309,205.0,220.0,220.0,42.708333333333336,34.375,189.0,409.0,245.0,450.0
0,bicycle,yolov8l,480,640,3,1,0.9100325107574463,153.0,159.0,159.0,31.875,24.84375,18.0,177.0,264.0,417.0
0,bicycle,yolov8l,480,640,3,1,0.5338996648788452,116.0,97.0,97.0,24.166666666666668,15.15625,352.0,449.0,250.0,366.0
0,bicycle,yolov8l,480,640,3,1,0.42553073167800903,73.0,56.0,56.0,15.208333333333334,8.75,392.0,448.0,292.0,365.0
0,bicycle,yolov8l,480,640,3,1,0.9309012293815613,223.0,350.0,350.0,46.458333333333336,54.6875,284.0,634.0,170.0,393.0
0,car,yolov8l,494,640,3,1,0.8804764151573181,33.0,61.0,61.0,6.680161943319838,9.53125,18.0,79.0,198.0,231.0
0,car,yolov8l,494,640,3,1,0.6972980499267578,21.0,39.0,39.0,4.251012145748988,6.09375,578.0,617.0,199.0,220.0
0,car,yolov8l,494,640,3,1,0.6735885143280029,15.0,30.0,30.0,3.0364372469635628,4.6875,562.0,592.0,199.0,214.0
0,car,yolov8l,494,640,3,1,0.6725342273712158,265.0,486.0,486.0,53.64372469635627,75.9375,72.0,558.0,185.0,450.0
0,car,yolov8l,384,640,3,1,0.9423731565475464,335.0,407.0,407.0,87.23958333333333,63.59375,187.0,594.0,10.0,345.0
0,car,yolov8l,445,640,3,1,0.9624149799346924,321.0,461.0,461.0,72.13483146067416,72.03125,80.0,541.0,66.0,387.0
0,car,yolov8l,480,640,3,1,0.9277159571647644,145.0,209.0,209.0,30.208333333333332,32.65625,194.0,403.0,201.0,346.0
0,car,yolov8l,425,640,3,1,0.9443257451057434,226.0,564.0,564.0,53.1764705882353,88.125,44.0,608.0,177.0,403.0
0,car,yolov8l,428,640,3,1,0.9426169991493225,240.0,544.0,544.0,56.074766355140184,85.0,28.0,572.0,125.0,365.0
0,car,yolov8l,480,640,3,1,0.9422762989997864,342.0,511.0,511.0,71.25,79.84375,53.0,564.0,85.0,427.0
0,car,yolov8l,426,640,3,1,0.9490043520927429,157.0,352.0,352.0,36.85446009389671,55.0,121.0,473.0,131.0,288.0
0,car,yolov8l,426,640,3,1,0.9242026209831238,92.0,243.0,243.0,21.5962441314554,37.96875,31.0,274.0,65.0,157.0
0,car,yolov8l,640,640,3,1,0.9684336185455322,363.0,501.0,501.0,56.71875,78.28125,0.0,501.0,207.0,570.0
0,car,yolov8l,640,640,3,1,0.880818784236908,150.0,83.0,83.0,23.4375,12.96875,449.0,532.0,214.0,364.0
0,car,yolov8l,640,640,3,1,0.8735204339027405,29.0,83.0,83.0,4.53125,12.96875,557.0,640.0,211.0,240.0
0,car,yolov8l,640,640,3,1,0.3320451080799103,48.0,60.0,60.0,7.5,9.375,104.0,164.0,237.0,285.0
0,car,yolov8l,468,640,3,1,0.9591242074966431,304.0,627.0,627.0,64.95726495726495,97.96875,12.0,639.0,111.0,415.0
0,car,yolov8l,468,640,3,1,0.7038472294807434,53.0,72.0,72.0,11.324786324786325,11.25,0.0,72.0,202.0,255.0
0,car,yolov8l,424,640,3,1,0.8936607837677002,231.0,311.0,311.0,54.4811320754717,48.59375,329.0,640.0,158.0,389.0
0,car,yolov8l,480,640,3,1,0.9640635251998901,205.0,466.0,466.0,42.708333333333336,72.8125,81.0,547.0,163.0,368.0
0,car,yolov8l,480,640,3,1,0.924700140953064,120.0,183.0,183.0,25.0,28.59375,456.0,639.0,137.0,257.0
0,car,yolov8l,480,640,3,1,0.8035043478012085,36.0,83.0,83.0,7.5,12.96875,557.0,640.0,139.0,175.0
0,car,yolov8l,480,640,3,1,0.6265965700149536,20.0,91.0,91.0,4.166666666666667,14.21875,289.0,380.0,155.0,175.0
0,car,yolov8l,480,640,3,1,0.47164371609687805,17.0,25.0,25.0,3.5416666666666665,3.90625,615.0,640.0,138.0,155.0
0,car,yolov8l,480,640,3,1,0.4702323377132416,81.0,164.0,164.0,16.875,25.625,44.0,208.0,165.0,246.0
0,car,yolov8l,480,640,3,1,0.45098409056663513,42.0,74.0,74.0,8.75,11.5625,0.0,74.0,177.0,219.0
0,car,yolov8l,480,640,3,1,0.2643014192581177,73.0,112.0,112.0,15.208333333333334,17.5,45.0,157.0,172.0,245.0
0,car,yolov8l,419,640,3,1,0.66485595703125,249.0,477.0,477.0,59.427207637231504,74.53125,115.0,592.0,137.0,386.0
0,car,yolov8l,480,640,3,1,0.9512277245521545,377.0,539.0,539.0,78.54166666666667,84.21875,98.0,637.0,102.0,479.0
0,car,yolov8l,480,640,3,1,0.9095039963722229,134.0,137.0,137.0,27.916666666666668,21.40625,24.0,161.0,94.0,228.0
0,car,yolov8l,480,640,3,1,0.869286060333252,29.0,63.0,63.0,6.041666666666667,9.84375,529.0,592.0,118.0,147.0
0,car,yolov8l,480,640,3,1,0.8528088927268982,40.0,57.0,57.0,8.333333333333334,8.90625,583.0,640.0,109.0,149.0
0,car,yolov8l,480,640,3,1,0.8386139869689941,66.0,37.0,37.0,13.75,5.78125,12.0,49.0,105.0,171.0
0,car,yolov8l,480,640,3,1,0.765321671962738,50.0,47.0,47.0,10.416666666666666,7.34375,0.0,47.0,102.0,152.0
0,car,yolov8l,480,640,3,1,0.7107065916061401,22.0,59.0,59.0,4.583333333333333,9.21875,420.0,479.0,111.0,133.0
0,car,yolov8l,480,640,3,1,0.6646984815597534,23.0,34.0,34.0,4.791666666666667,5.3125,401.0,435.0,107.0,130.0
0,car,yolov8l,480,640,3,1,0.6303436160087585,28.0,32.0,32.0,5.833333333333333,5.0,465.0,497.0,108.0,136.0
0,car,yolov8l,480,640,3,1,0.5237539410591125,32.0,48.0,48.0,6.666666666666667,7.5,0.0,48.0,85.0,117.0
0,car,yolov8l,480,640,3,1,0.3990022838115692,23.0,36.0,36.0,4.791666666666667,5.625,375.0,411.0,105.0,128.0
0,car,yolov8l,480,640,3,1,0.3165471851825714,10.0,32.0,32.0,2.0833333333333335,5.0,340.0,372.0,102.0,112.0
0,car,yolov8l,480,640,3,1,0.29062703251838684,27.0,15.0,15.0,5.625,2.34375,529.0,544.0,115.0,142.0
0,car,yolov8l,425,640,3,1,0.9427685141563416,189.0,502.0,502.0,44.470588235294116,78.4375,57.0,559.0,221.0,410.0
0,cat,yolov8l,476,640,3,1,0.8888778686523438,457.0,453.0,453.0,96.00840336134453,70.78125,32.0,485.0,15.0,472.0
0,cat,yolov8l,427,640,3,1,0.9627951383590698,387.0,435.0,435.0,90.63231850117096,67.96875,128.0,563.0,15.0,402.0
0,cat,yolov8l,427,640,3,1,0.8720219731330872,117.0,245.0,245.0,27.40046838407494,38.28125,283.0,528.0,267.0,384.0
0,cat,yolov8l,422,639,3,1,0.9293563961982727,322.0,638.0,638.0,76.30331753554502,99.8435054773083,1.0,639.0,64.0,386.0
0,cat,yolov8l,428,639,3,1,0.9507998824119568,363.0,638.0,638.0,84.81308411214954,99.8435054773083,1.0,639.0,58.0,421.0
0,cat,yolov8l,427,640,3,1,0.8257490396499634,387.0,414.0,414.0,90.63231850117096,64.6875,107.0,521.0,0.0,387.0
0,cat,yolov8l,480,640,3,1,0.9465697407722473,332.0,593.0,593.0,69.16666666666667,92.65625,47.0,640.0,26.0,358.0
0,cat,yolov8l,640,640,3,1,0.9698977470397949,528.0,514.0,514.0,82.5,80.3125,126.0,640.0,112.0,640.0
0,cat,yolov8l,427,640,3,1,0.9631729125976562,419.0,460.0,460.0,98.1264637002342,71.875,180.0,640.0,1.0,420.0
0,cat,yolov8l,498,640,3,1,0.960407018661499,482.0,526.0,526.0,96.78714859437751,82.1875,1.0,527.0,11.0,493.0
0,cat,yolov8l,480,640,3,1,0.8441736102104187,171.0,128.0,128.0,35.625,20.0,231.0,359.0,116.0,287.0
0,cat,yolov8l,448,640,3,1,0.9534019231796265,427.0,583.0,583.0,95.3125,91.09375,25.0,608.0,16.0,443.0
0,cat,yolov8l,480,640,3,1,0.9519874453544617,393.0,527.0,527.0,81.875,82.34375,113.0,640.0,62.0,455.0
0,cat,yolov8l,427,640,3,1,0.9589047431945801,420.0,584.0,584.0,98.36065573770492,91.25,55.0,639.0,0.0,420.0
0,cat,yolov8l,640,480,3,1,0.9502801895141602,639.0,407.0,407.0,99.84375,84.79166666666667,72.0,479.0,0.0,639.0
0,cat,yolov8l,427,640,3,1,0.9611387848854065,420.0,622.0,622.0,98.36065573770492,97.1875,18.0,640.0,0.0,420.0
0,cat,yolov8l,424,640,3,1,0.836860716342926,398.0,617.0,617.0,93.86792452830188,96.40625,0.0,617.0,1.0,399.0
0,cat,yolov8l,359,639,3,1,0.9540030360221863,199.0,291.0,291.0,55.43175487465181,45.539906103286384,229.0,520.0,110.0,309.0
0,cat,yolov8l,480,640,3,1,0.9465581774711609,433.0,511.0,511.0,90.20833333333333,79.84375,128.0,639.0,46.0,479.0
0,cat,yolov8l,512,639,3,1,0.5941262245178223,281.0,500.0,500.0,54.8828125,78.24726134585289,29.0,529.0,1.0,282.0
0,cat,yolov8l,512,639,3,1,0.3745153844356537,501.0,637.0,637.0,97.8515625,99.68701095461658,1.0,638.0,2.0,503.0
0,cat,yolov8l,512,639,3,1,0.3724510371685028,272.0,637.0,637.0,53.125,99.68701095461658,1.0,638.0,233.0,505.0
0,cat,yolov8l,427,640,3,1,0.9502601623535156,378.0,374.0,374.0,88.52459016393442,58.4375,1.0,375.0,43.0,421.0
0,cat,yolov8l,430,640,3,1,0.9475675225257874,359.0,399.0,399.0,83.48837209302326,62.34375,0.0,399.0,66.0,425.0
0,cat,yolov8l,430,640,3,1,0.9266373515129089,300.0,297.0,297.0,69.76744186046511,46.40625,343.0,640.0,122.0,422.0
0,cat,yolov8l,425,639,3,1,0.9318064451217651,259.0,397.0,397.0,60.94117647058823,62.1283255086072,167.0,564.0,86.0,345.0
0,cat,yolov8l,480,640,3,1,0.9289401173591614,478.0,628.0,628.0,99.58333333333333,98.125,2.0,630.0,1.0,479.0
0,cat,yolov8l,480,640,3,1,0.9439321756362915,350.0,561.0,561.0,72.91666666666667,87.65625,78.0,639.0,130.0,480.0
0,cat,yolov8l,425,640,3,1,0.8562790751457214,417.0,638.0,638.0,98.11764705882354,99.6875,1.0,639.0,1.0,418.0
0,cat,yolov8l,505,640,3,1,0.9207664728164673,498.0,519.0,519.0,98.61386138613861,81.09375,0.0,519.0,0.0,498.0
0,dog,yolov8l,640,640,3,1,0.9525498151779175,297.0,382.0,382.0,46.40625,59.6875,116.0,498.0,239.0,536.0
0,dog,yolov8l,512,640,3,1,0.9710290431976318,505.0,502.0,502.0,98.6328125,78.4375,1.0,503.0,6.0,511.0
0,dog,yolov8l,640,480,3,1,0.9716121554374695,370.0,258.0,258.0,57.8125,53.75,0.0,258.0,269.0,639.0
0,dog,yolov8l,480,640,3,1,0.9514484405517578,368.0,538.0,538.0,76.66666666666667,84.0625,58.0,596.0,111.0,479.0
0,dog,yolov8l,427,640,3,1,0.9625946283340454,386.0,555.0,555.0,90.39812646370024,86.71875,84.0,639.0,36.0,422.0
0,dog,yolov8l,367,640,3,1,0.955204963684082,319.0,298.0,298.0,86.92098092643052,46.5625,20.0,318.0,6.0,325.0
0,dog,yolov8l,367,640,3,1,0.9385707974433899,280.0,338.0,338.0,76.29427792915531,52.8125,300.0,638.0,73.0,353.0
0,dog,yolov8l,428,639,3,1,0.931520938873291,355.0,388.0,388.0,82.94392523364486,60.719874804381845,11.0,399.0,67.0,422.0
0,dog,yolov8l,491,640,3,1,0.8776416778564453,177.0,134.0,134.0,36.04887983706721,20.9375,506.0,640.0,28.0,205.0
0,dog,yolov8l,480,640,3,1,0.9438791275024414,338.0,316.0,316.0,70.41666666666667,49.375,168.0,484.0,58.0,396.0
0,dog,yolov8l,483,640,3,1,0.9535630941390991,444.0,437.0,437.0,91.92546583850931,68.28125,143.0,580.0,1.0,445.0
0,dog,yolov8l,508,640,3,1,0.9646862745285034,337.0,287.0,287.0,66.33858267716535,44.84375,208.0,495.0,127.0,464.0
0,dog,yolov8l,640,617,3,1,0.9587454199790955,526.0,297.0,297.0,82.1875,48.13614262560778,143.0,440.0,71.0,597.0
0,dog,yolov8l,639,485,3,1,0.9518258571624756,594.0,420.0,420.0,92.95774647887323,86.5979381443299,4.0,424.0,44.0,638.0
0,dog,yolov8l,640,431,3,1,0.966381311416626,507.0,431.0,431.0,79.21875,100.0,0.0,431.0,132.0,639.0
0,dog,yolov8l,427,640,3,1,0.9379279613494873,320.0,536.0,536.0,74.94145199063232,83.75,103.0,639.0,101.0,421.0
0,dog,yolov8l,445,639,3,1,0.9647836685180664,390.0,518.0,518.0,87.64044943820225,81.0641627543036,121.0,639.0,49.0,439.0
0,dog,yolov8l,427,640,3,1,0.9584580659866333,373.0,423.0,423.0,87.35362997658079,66.09375,127.0,550.0,47.0,420.0
0,dog,yolov8l,427,640,3,1,0.9661060571670532,364.0,500.0,500.0,85.24590163934427,78.125,0.0,500.0,58.0,422.0
0,dog,yolov8l,480,640,3,1,0.9676359295845032,448.0,625.0,625.0,93.33333333333333,97.65625,14.0,639.0,31.0,479.0
0,dog,yolov8l,640,478,3,1,0.9396517872810364,371.0,301.0,301.0,57.96875,62.97071129707113,82.0,383.0,151.0,522.0
0,dog,yolov8l,452,640,3,1,0.9619879722595215,321.0,329.0,329.0,71.01769911504425,51.40625,49.0,378.0,38.0,359.0
0,dog,yolov8l,452,640,3,1,0.8658221364021301,328.0,306.0,306.0,72.56637168141593,47.8125,309.0,615.0,107.0,435.0
0,dog,yolov8l,452,640,3,1,0.7316515445709229,290.0,145.0,145.0,64.15929203539822,22.65625,285.0,430.0,43.0,333.0
0,dog,yolov8l,495,640,3,1,0.9735244512557983,423.0,457.0,457.0,85.45454545454545,71.40625,59.0,516.0,35.0,458.0
0,dog,yolov8l,640,480,3,1,0.9738001823425293,562.0,395.0,395.0,87.8125,82.29166666666667,84.0,479.0,77.0,639.0
0,dog,yolov8l,480,640,3,1,0.9707950353622437,480.0,405.0,405.0,100.0,63.28125,150.0,555.0,0.0,480.0
0,dog,yolov8l,640,640,3,1,0.9625568389892578,385.0,403.0,403.0,60.15625,62.96875,1.0,404.0,255.0,640.0
0,dog,yolov8l,640,640,3,1,0.9319995045661926,540.0,495.0,495.0,84.375,77.34375,90.0,585.0,5.0,545.0
0,dog,yolov8l,480,640,3,1,0.9565289616584778,193.0,226.0,226.0,40.208333333333336,35.3125,119.0,345.0,135.0,328.0
0,dog,yolov8l,480,640,3,1,0.9417731761932373,159.0,150.0,150.0,33.125,23.4375,334.0,484.0,234.0,393.0
0,dog,yolov8l,313,639,3,1,0.9337819814682007,256.0,258.0,258.0,81.78913738019169,40.375586854460096,0.0,258.0,31.0,287.0
0,dog,yolov8l,313,639,3,1,0.8201596140861511,229.0,249.0,249.0,73.1629392971246,38.967136150234744,136.0,385.0,80.0,309.0
0,dog,yolov8l,313,639,3,1,0.5816956758499146,290.0,349.0,349.0,92.65175718849841,54.61658841940532,289.0,638.0,12.0,302.0
0,dog,yolov8l,313,639,3,1,0.2592203617095947,297.0,525.0,525.0,94.88817891373802,82.15962441314554,113.0,638.0,11.0,308.0
0,dog,yolov8l,427,640,3,1,0.9441983103752136,230.0,213.0,213.0,53.86416861826698,33.28125,295.0,508.0,78.0,308.0
0,dog,yolov8l,427,640,3,1,0.8287679553031921,43.0,103.0,103.0,10.070257611241217,16.09375,297.0,400.0,53.0,96.0
0,dog,yolov8l,427,640,3,1,0.9694446921348572,375.0,390.0,390.0,87.82201405152225,60.9375,123.0,513.0,46.0,421.0
0,dog,yolov8l,384,640,3,1,0.9481210112571716,277.0,470.0,470.0,72.13541666666667,73.4375,110.0,580.0,83.0,360.0
0,dog,yolov8l,427,640,3,1,0.9528186917304993,420.0,420.0,420.0,98.36065573770492,65.625,56.0,476.0,0.0,420.0
0,dog,yolov8l,480,640,3,1,0.9685952067375183,333.0,553.0,553.0,69.375,86.40625,0.0,553.0,109.0,442.0
0,dog,yolov8l,640,640,3,1,0.9348081946372986,640.0,639.0,639.0,100.0,99.84375,0.0,639.0,0.0,640.0
0,dog,yolov8l,424,640,3,1,0.9675058126449585,265.0,283.0,283.0,62.5,44.21875,357.0,640.0,131.0,396.0
0,dog,yolov8l,424,640,3,1,0.7370750308036804,141.0,205.0,205.0,33.25471698113208,32.03125,305.0,510.0,79.0,220.0
0,dog,yolov8l,480,640,3,1,0.9396221041679382,240.0,429.0,429.0,50.0,67.03125,77.0,506.0,45.0,285.0
0,dog,yolov8l,427,640,3,1,0.9420474171638489,289.0,468.0,468.0,67.68149882903981,73.125,1.0,469.0,78.0,367.0
0,dog,yolov8l,427,640,3,1,0.648659348487854,111.0,363.0,363.0,25.995316159250585,56.71875,185.0,548.0,0.0,111.0
0,dog,yolov8l,480,640,3,1,0.9272724390029907,386.0,617.0,617.0,80.41666666666667,96.40625,1.0,618.0,90.0,476.0
0,dog,yolov8l,640,480,3,1,0.6506533622741699,552.0,477.0,477.0,86.25,99.375,2.0,479.0,87.0,639.0
0,dog,yolov8l,472,640,3,1,0.894387423992157,367.0,204.0,204.0,77.7542372881356,31.875,214.0,418.0,101.0,468.0
0,dog,yolov8l,424,640,3,1,0.9549945592880249,417.0,474.0,474.0,98.34905660377359,74.0625,88.0,562.0,0.0,417.0
0,dog,yolov8l,480,640,3,1,0.9279011487960815,434.0,621.0,621.0,90.41666666666667,97.03125,1.0,622.0,46.0,480.0
0,dog,yolov8l,620,640,3,1,0.962164044380188,397.0,428.0,428.0,64.03225806451613,66.875,102.0,530.0,120.0,517.0
0,dog,yolov8l,426,640,3,1,0.964893102645874,396.0,525.0,525.0,92.95774647887323,82.03125,99.0,624.0,27.0,423.0
0,dog,yolov8l,477,640,3,1,0.9614427089691162,383.0,424.0,424.0,80.29350104821803,66.25,0.0,424.0,89.0,472.0
0,dog,yolov8l,477,640,3,1,0.6490640640258789,151.0,102.0,102.0,31.656184486373167,15.9375,0.0,102.0,22.0,173.0
0,dog,yolov8l,590,639,3,1,0.9536392092704773,559.0,574.0,574.0,94.7457627118644,89.82785602503913,64.0,638.0,25.0,584.0
0,dog,yolov8l,639,426,3,1,0.973724365234375,638.0,414.0,414.0,99.8435054773083,97.1830985915493,0.0,414.0,0.0,638.0
0,dog,yolov8l,600,639,3,1,0.9569088816642761,527.0,385.0,385.0,87.83333333333333,60.250391236306726,95.0,480.0,0.0,527.0
0,dog,yolov8l,480,640,3,1,0.9239891171455383,380.0,395.0,395.0,79.16666666666667,61.71875,148.0,543.0,0.0,380.0
0,dog,yolov8l,359,639,3,1,0.9377216100692749,347.0,325.0,325.0,96.65738161559888,50.86071987480438,147.0,472.0,0.0,347.0
0,dog,yolov8l,587,639,3,1,0.9632547497749329,326.0,364.0,364.0,55.5366269165247,56.96400625978091,155.0,519.0,190.0,516.0
0,dog,yolov8l,587,639,3,1,0.7469810247421265,87.0,104.0,104.0,14.821124361158432,16.275430359937403,438.0,542.0,261.0,348.0
0,dog,yolov8l,521,640,3,1,0.9567610025405884,484.0,412.0,412.0,92.89827255278311,64.375,50.0,462.0,25.0,509.0
0,dog,yolov8l,480,640,3,1,0.9113884568214417,241.0,174.0,174.0,50.208333333333336,27.1875,104.0,278.0,166.0,407.0
0,dog,yolov8l,480,640,3,1,0.8971250057220459,176.0,124.0,124.0,36.666666666666664,19.375,374.0,498.0,42.0,218.0
0,dog,yolov8l,500,640,3,1,0.8816275596618652,271.0,273.0,273.0,54.2,42.65625,232.0,505.0,147.0,418.0
0,dog,yolov8l,640,480,3,1,0.9559193253517151,637.0,424.0,424.0,99.53125,88.33333333333333,0.0,424.0,2.0,639.0
0,dog,yolov8l,480,640,3,1,0.9496393799781799,245.0,264.0,264.0,51.041666666666664,41.25,164.0,428.0,46.0,291.0
0,dog,yolov8l,480,640,3,1,0.9068493843078613,139.0,435.0,435.0,28.958333333333332,67.96875,155.0,590.0,245.0,384.0
0,dog,yolov8l,640,480,3,1,0.9446081519126892,545.0,450.0,450.0,85.15625,93.75,1.0,451.0,95.0,640.0
0,dog,yolov8l,612,612,3,1,0.9657340049743652,519.0,389.0,389.0,84.80392156862744,63.56209150326797,84.0,473.0,27.0,546.0
0,dog,yolov8l,543,640,3,1,0.9186390042304993,509.0,634.0,634.0,93.73848987108656,99.0625,5.0,639.0,28.0,537.0
0,dog,yolov8l,543,640,3,1,0.4006061255931854,273.0,249.0,249.0,50.27624309392265,38.90625,391.0,640.0,268.0,541.0
0,dog,yolov8l,425,640,3,1,0.9321669936180115,417.0,528.0,528.0,98.11764705882354,82.5,1.0,529.0,2.0,419.0
0,dog,yolov8l,425,640,3,1,0.32998713850975037,354.0,194.0,194.0,83.29411764705883,30.3125,446.0,640.0,52.0,406.0
0,dog,yolov8l,608,640,3,1,0.9154562950134277,439.0,229.0,229.0,72.20394736842105,35.78125,205.0,434.0,158.0,597.0
0,dog,yolov8l,548,639,3,1,0.9336229562759399,123.0,116.0,116.0,22.445255474452555,18.15336463223787,328.0,444.0,344.0,467.0
0,dog,yolov8l,480,640,3,1,0.9733960032463074,479.0,397.0,397.0,99.79166666666667,62.03125,0.0,397.0,0.0,479.0
0,dog,yolov8l,383,640,3,1,0.95841383934021,291.0,271.0,271.0,75.97911227154047,42.34375,0.0,271.0,34.0,325.0
0,dog,yolov8l,640,494,3,1,0.9699796438217163,404.0,308.0,308.0,63.125,62.34817813765182,68.0,376.0,83.0,487.0
0,dog,yolov8l,427,640,3,1,0.5206978917121887,421.0,525.0,525.0,98.59484777517564,82.03125,0.0,525.0,0.0,421.0
0,dog,yolov8l,496,640,3,1,0.9127804040908813,473.0,587.0,587.0,95.36290322580645,91.71875,47.0,634.0,5.0,478.0
0,dog,yolov8l,428,639,3,1,0.9268662929534912,199.0,379.0,379.0,46.495327102803735,59.31142410015649,1.0,380.0,85.0,284.0
0,dog,yolov8l,480,640,3,1,0.9724239110946655,478.0,415.0,415.0,99.58333333333333,64.84375,224.0,639.0,1.0,479.0
0,dog,yolov8l,480,640,3,1,0.9446158409118652,418.0,296.0,296.0,87.08333333333333,46.25,194.0,490.0,61.0,479.0
0,dog,yolov8l,480,640,3,1,0.9295458197593689,370.0,214.0,214.0,77.08333333333333,33.4375,224.0,438.0,50.0,420.0
0,dog,yolov8l,640,480,3,1,0.9563585519790649,534.0,302.0,302.0,83.4375,62.916666666666664,108.0,410.0,84.0,618.0
0,dog,yolov8l,427,640,3,1,0.9612473845481873,264.0,163.0,163.0,61.82669789227166,25.46875,120.0,283.0,160.0,424.0
0,dog,yolov8l,427,640,3,1,0.9605907797813416,242.0,166.0,166.0,56.67447306791569,25.9375,367.0,533.0,181.0,423.0
0,dog,yolov8l,480,640,3,1,0.9414653778076172,254.0,171.0,171.0,52.916666666666664,26.71875,414.0,585.0,106.0,360.0
0,dog,yolov8l,480,640,3,1,0.8955139517784119,134.0,199.0,199.0,27.916666666666668,31.09375,28.0,227.0,242.0,376.0
