target,model,img,confidence,count,accuracy
bicycle,yolov5l,5877730305_f5e3d13667_z.jpg,0.923058867,1,1
bicycle,yolov5l,5877731495_29cc1a6c57_z.jpg,0.897527933,1,1
bicycle,yolov5l,5971377496_abc7d794c7_z.jpg,0.928843677,1,1
bicycle,yolov5l,6076857457_7a06e6ab35_z.jpg,0.558574453,2,1
bicycle,yolov5l,6102395478_8c004e1142_z.jpg,0,1,0
bicycle,yolov5l,6117174227_6e5da0556b_z.jpg,0,1,0
bicycle,yolov5l,6141562070_11880edf2e_z.jpg,0,1,0
bicycle,yolov5l,6459633873_5effb4b6e5_z.jpg,0.959110916,1,1
bicycle,yolov5l,6771874127_f8f380b3cb_z.jpg,0,1,0
bicycle,yolov5l,6816985831_893d039421_z.jpg,0.488821208,1,1
bicycle,yolov5l,7417962302_a50fc8eb6b_z.jpg,0.732048772,4,1
bicycle,yolov5l,7548613890_a6272237ac_z.jpg,0.706900835,3,1
bicycle,yolov5l,7675033952_b3caa0dd37_z.jpg,0.92249614,1,1
bicycle,yolov5l,8106854318_06c1cc0fc3_z.jpg,0.880337477,1,1
bicycle,yolov5l,8289650934_506c73242a_z.jpg,0.781754315,1,1
bicycle,yolov5l,82903264_5dd277c32d_z.jpg,0.811209559,3,1
bicycle,yolov5l,8291522231_19e1414c1b_z.jpg,0,1,0
bicycle,yolov5l,8651904899_c2632fe751_z.jpg,0,1,0
bicycle,yolov5l,8773393046_236298c465_z.jpg,0.65604949,1,1
bicycle,yolov5l,9141188655_328b195d8d_z.jpg,0.868792176,1,1
bicycle,yolov5l,9157606630_2ef852a3ee_z.jpg,0.907998621,1,1
bicycle,yolov5l,9444094315_ba610ed94a_z.jpg,0.770051539,1,1
bicycle,yolov5l,9688658716_4b3e9c618c_z.jpg,0.738689512,2,1
bicycle,yolov5l,9755183855_953c4f062c_z.jpg,0.68530792,1,1
bicycle,yolov5l6,11484364375_4180af41fc_z.jpg,0.933280766,1,1
bicycle,yolov5l6,1229448893_42c357ea12_z.jpg,0.867706597,1,1
bicycle,yolov5l6,13368340424_5c1f322f72_z.jpg,0.950574398,1,1
bicycle,yolov5l6,14265143426_0770389597_z.jpg,0,1,0
bicycle,yolov5l6,14289042367_a041af95f4_z.jpg,0.85130626,1,1
bicycle,yolov5l6,14628257582_1ff5e98e4c_z.jpg,0.890482426,1,1
bicycle,yolov5l6,14652913468_5d3b2a39f1_z.jpg,0.633176595,2,1
bicycle,yolov5l6,14757587416_892a95bf77_z.jpg,0.752747685,2,1
bicycle,yolov5l6,14811525368_d8b774e40a_z.jpg,0.733359427,2,1
bicycle,yolov5l6,1511658057_17b7bac11a_z.jpg,0.369447579,3,1
bicycle,yolov5l6,15235483580_08696e0988_z.jpg,0.859274209,1,1
bicycle,yolov5l6,15333662010_2f428f7e2f_z.jpg,0.678993265,3,1
bicycle,yolov5l6,1553312291_c0cae48a37_z.jpg,0.915094286,2,1
bicycle,yolov5l6,159051371_77f7d02bb6_z.jpg,0.901319206,1,1
bicycle,yolov5l6,16675918410_cc9588a553_z.jpg,0,1,0
bicycle,yolov5l6,16679943419_b0fd9b6858_z.jpg,0.609021073,18,1
bicycle,yolov5l6,18068160735_6c2f214265_z.jpg,0,1,0
bicycle,yolov5l6,18608021442_84f7dcfa5c_z.jpg,0,1,0
bicycle,yolov5l6,1908136167_cae3414e7e_z.jpg,0.609072249,8,1
bicycle,yolov5l6,19474810921_d2f23de0fc_z.jpg,0,1,0
bicycle,yolov5l6,2136213674_4e484d88e3_z.jpg,0.767855614,2,1
bicycle,yolov5l6,21376683791_d98acff014_z.jpg,0.917046487,1,1
bicycle,yolov5l6,2179537346_d695661bbc_z.jpg,0.775152087,1,1
bicycle,yolov5l6,224422461_dddd4c8e99_z.jpg,0.483139544,2,1
bicycle,yolov5l6,2258982401_762044a41d_z.jpg,0.594091252,2,1
bicycle,yolov5l6,234597792_a9f1e7e7a9_z.jpg,0.380840758,3,1
bicycle,yolov5l6,2746929519_3599d54cfb_z.jpg,0.607256671,3,1
bicycle,yolov5l6,2784964324_0b0373fd24_z.jpg,0.922891915,1,1
bicycle,yolov5l6,2788056049_b71f8998c7_z.jpg,0.589534641,6,1
bicycle,yolov5l6,2882148223_72d4df2a8e_z.jpg,0.916978717,1,1
bicycle,yolov5l6,2883059364_a6ccfaf69a_z.jpg,0.822009385,1,1
bicycle,yolov5l6,296513213_9681371ed9_z.jpg,0.676815152,1,1
bicycle,yolov5l6,3353007655_56889b94a7_z.jpg,0.881390095,1,1
bicycle,yolov5l6,3446761063_9cdc26f36c_z.jpg,0.933306098,1,1
bicycle,yolov5l6,3452990622_cfb5fba34a_z.jpg,0.779493764,4,1
bicycle,yolov5l6,3604271495_1cacccec06_z.jpg,0,1,0
bicycle,yolov5l6,3666190087_ca2fb0d709_z.jpg,0.900606096,1,1
bicycle,yolov5l6,3685504815_c15a389bd3_z.jpg,0.927397549,1,1
bicycle,yolov5l6,3715997008_28a251eba7_z.jpg,0,1,0
bicycle,yolov5l6,3747524_f07f508ba9_z.jpg,0.900840759,1,1
bicycle,yolov5l6,4065552857_98aa8a39d4_z.jpg,0.68345415,5,1
bicycle,yolov5l6,414586991_9630094229_z.jpg,0.557011217,2,1
bicycle,yolov5l6,4349979920_189df35e15_z.jpg,0.903002203,1,1
bicycle,yolov5l6,4484760806_dc814d2ce2_z.jpg,0.908861041,1,1
bicycle,yolov5l6,4625462281_7df55484bb_z.jpg,0.707869202,4,1
bicycle,yolov5l6,4763265058_6c6dbb9abe_z.jpg,0.499759614,3,1
bicycle,yolov5l6,5021039430_0cda148fd5_z.jpg,0.682197267,5,1
bicycle,yolov5l6,51712355_49c2e95899_z.jpg,0,1,0
bicycle,yolov5l6,5402229494_570e48f7f9_z.jpg,0.78854701,2,1
bicycle,yolov5l6,541124874_7247349bb7_z.jpg,0.704171121,5,1
bicycle,yolov5l6,5506132265_d6d43548eb_z.jpg,0.75495106,2,1
bicycle,yolov5l6,5599702283_8562638984_z.jpg,0.928256929,1,1
bicycle,yolov5l6,5708252159_5b4ac86a01_z.jpg,0.682236076,3,1
bicycle,yolov5l6,5816846412_7b6fa97da0_z.jpg,0.791114032,1,1
bicycle,yolov5l6,5877730305_f5e3d13667_z.jpg,0.684346228,2,1
bicycle,yolov5l6,5877731495_29cc1a6c57_z.jpg,0.909909129,1,1
bicycle,yolov5l6,5971377496_abc7d794c7_z.jpg,0.926796198,1,1
bicycle,yolov5l6,6076857457_7a06e6ab35_z.jpg,0.746977448,1,1
bicycle,yolov5l6,6102395478_8c004e1142_z.jpg,0.897963464,1,1
bicycle,yolov5l6,6117174227_6e5da0556b_z.jpg,0.477813661,1,1
bicycle,yolov5l6,6141562070_11880edf2e_z.jpg,0,1,0
bicycle,yolov5l6,6459633873_5effb4b6e5_z.jpg,0.949230909,1,1
bicycle,yolov5l6,6771874127_f8f380b3cb_z.jpg,0.581867456,1,1
bicycle,yolov5l6,6816985831_893d039421_z.jpg,0.467447748,3,1
bicycle,yolov5l6,7417962302_a50fc8eb6b_z.jpg,0.869712929,3,1
bicycle,yolov5l6,7548613890_a6272237ac_z.jpg,0.861525715,3,1
bicycle,yolov5l6,7675033952_b3caa0dd37_z.jpg,0.909727693,1,1
bicycle,yolov5l6,8106854318_06c1cc0fc3_z.jpg,0.788617134,1,1
bicycle,yolov5l6,8289650934_506c73242a_z.jpg,0.924888909,1,1
bicycle,yolov5l6,82903264_5dd277c32d_z.jpg,0.830516537,3,1
bicycle,yolov5l6,8291522231_19e1414c1b_z.jpg,0.865304351,1,1
bicycle,yolov5l6,8651904899_c2632fe751_z.jpg,0,1,0
bicycle,yolov5l6,8773393046_236298c465_z.jpg,0.679563522,1,1
bicycle,yolov5l6,9141188655_328b195d8d_z.jpg,0.861330152,1,1
bicycle,yolov5l6,9157606630_2ef852a3ee_z.jpg,0.887553215,1,1
bicycle,yolov5l6,9444094315_ba610ed94a_z.jpg,0.871084392,1,1
bicycle,yolov5l6,9688658716_4b3e9c618c_z.jpg,0.83441323,1,1
bicycle,yolov5l6,9755183855_953c4f062c_z.jpg,0.453867346,1,1
bicycle,yolov5m,11484364375_4180af41fc_z.jpg,0.409195513,1,1
bicycle,yolov5m,1229448893_42c357ea12_z.jpg,0.829127073,1,1
bicycle,yolov5m,13368340424_5c1f322f72_z.jpg,0.864753842,1,1
bicycle,yolov5m,14265143426_0770389597_z.jpg,0,1,0
bicycle,yolov5m,14289042367_a041af95f4_z.jpg,0.789058685,1,1
bicycle,yolov5m,14628257582_1ff5e98e4c_z.jpg,0,1,0
bicycle,yolov5m,14652913468_5d3b2a39f1_z.jpg,0,1,0
bicycle,yolov5m,14757587416_892a95bf77_z.jpg,0.725453377,2,1
bicycle,yolov5m,14811525368_d8b774e40a_z.jpg,0.657921404,2,1
bicycle,yolov5m,1511658057_17b7bac11a_z.jpg,0.352693985,3,1
bicycle,yolov5m,15235483580_08696e0988_z.jpg,0.58679846,2,1
bicycle,yolov5m,15333662010_2f428f7e2f_z.jpg,0.680718104,3,1
bicycle,yolov5m,1553312291_c0cae48a37_z.jpg,0.885174841,2,1
bicycle,yolov5m,159051371_77f7d02bb6_z.jpg,0.491797715,1,1
bicycle,yolov5m,16675918410_cc9588a553_z.jpg,0,1,0
bicycle,yolov5m,16679943419_b0fd9b6858_z.jpg,0.467882746,23,1
bicycle,yolov5m,18068160735_6c2f214265_z.jpg,0,1,0
bicycle,yolov5m,18608021442_84f7dcfa5c_z.jpg,0.293823242,1,1
bicycle,yolov5m,1908136167_cae3414e7e_z.jpg,0.45028964,11,1
bicycle,yolov5m,19474810921_d2f23de0fc_z.jpg,0,1,0
bicycle,yolov5m,2136213674_4e484d88e3_z.jpg,0.741891682,1,1
bicycle,yolov5m,21376683791_d98acff014_z.jpg,0.838665485,1,1
bicycle,yolov5m,2179537346_d695661bbc_z.jpg,0.62612915,1,1
bicycle,yolov5m,224422461_dddd4c8e99_z.jpg,0.293816119,1,1
bicycle,yolov5m,2258982401_762044a41d_z.jpg,0.903813601,1,1
bicycle,yolov5m,234597792_a9f1e7e7a9_z.jpg,0.375835001,1,1
bicycle,yolov5m,2746929519_3599d54cfb_z.jpg,0.712329865,2,1
bicycle,yolov5m,2784964324_0b0373fd24_z.jpg,0.900611401,1,1
bicycle,yolov5m,2788056049_b71f8998c7_z.jpg,0.496082202,6,1
bicycle,yolov5m,2882148223_72d4df2a8e_z.jpg,0.393057913,1,1
bicycle,yolov5m,2883059364_a6ccfaf69a_z.jpg,0.666638911,1,1
bicycle,yolov5m,296513213_9681371ed9_z.jpg,0,1,0
bicycle,yolov5m,3353007655_56889b94a7_z.jpg,0.857080877,1,1
bicycle,yolov5m,3446761063_9cdc26f36c_z.jpg,0.935464621,1,1
bicycle,yolov5m,3452990622_cfb5fba34a_z.jpg,0.571746612,5,1
bicycle,yolov5m,3604271495_1cacccec06_z.jpg,0,1,0
bicycle,yolov5m,3666190087_ca2fb0d709_z.jpg,0.782422721,1,1
bicycle,yolov5m,3685504815_c15a389bd3_z.jpg,0.838391364,1,1
bicycle,yolov5m,3715997008_28a251eba7_z.jpg,0,1,0
bicycle,yolov5m,3747524_f07f508ba9_z.jpg,0.814801037,1,1
bicycle,yolov5m,4065552857_98aa8a39d4_z.jpg,0.565465313,5,1
bicycle,yolov5m,414586991_9630094229_z.jpg,0.457464904,1,1
bicycle,yolov5m,4349979920_189df35e15_z.jpg,0.531970173,2,1
bicycle,yolov5m,4484760806_dc814d2ce2_z.jpg,0.893526673,1,1
bicycle,yolov5m,4625462281_7df55484bb_z.jpg,0.569921803,5,1
bicycle,yolov5m,4763265058_6c6dbb9abe_z.jpg,0.488586545,1,1
bicycle,yolov5m,5021039430_0cda148fd5_z.jpg,0.753572971,4,1
bicycle,yolov5m,51712355_49c2e95899_z.jpg,0.655709803,1,1
bicycle,yolov5m,5402229494_570e48f7f9_z.jpg,0.497580931,2,1
bicycle,yolov5m,541124874_7247349bb7_z.jpg,0.663070708,6,1
bicycle,yolov5m,5506132265_d6d43548eb_z.jpg,0.490839303,1,1
bicycle,yolov5m,5599702283_8562638984_z.jpg,0.700352311,1,1
bicycle,yolov5m,5708252159_5b4ac86a01_z.jpg,0.548061587,4,1
bicycle,yolov5m,5816846412_7b6fa97da0_z.jpg,0.277467072,1,1
bicycle,yolov5m,5877730305_f5e3d13667_z.jpg,0.915498555,1,1
bicycle,yolov5m,5877731495_29cc1a6c57_z.jpg,0.915617049,1,1
bicycle,yolov5m,5971377496_abc7d794c7_z.jpg,0.87761724,1,1
bicycle,yolov5m,6076857457_7a06e6ab35_z.jpg,0.620646526,3,1
bicycle,yolov5m,6102395478_8c004e1142_z.jpg,0,1,0
bicycle,yolov5m,6117174227_6e5da0556b_z.jpg,0,1,0
bicycle,yolov5m,6141562070_11880edf2e_z.jpg,0,1,0
bicycle,yolov5m,6459633873_5effb4b6e5_z.jpg,0.943059146,1,1
bicycle,yolov5m,6771874127_f8f380b3cb_z.jpg,0,1,0
bicycle,yolov5m,6816985831_893d039421_z.jpg,0.283316642,1,1
bicycle,yolov5m,7417962302_a50fc8eb6b_z.jpg,0.88029321,3,1
bicycle,yolov5m,7548613890_a6272237ac_z.jpg,0.660988838,3,1
bicycle,yolov5m,7675033952_b3caa0dd37_z.jpg,0.874237478,1,1
bicycle,yolov5m,8106854318_06c1cc0fc3_z.jpg,0.634535015,1,1
bicycle,yolov5m,8289650934_506c73242a_z.jpg,0.811399579,1,1
bicycle,yolov5m,82903264_5dd277c32d_z.jpg,0.621441804,4,1
bicycle,yolov5m,8291522231_19e1414c1b_z.jpg,0,1,0
bicycle,yolov5m,8651904899_c2632fe751_z.jpg,0,1,0
bicycle,yolov5m,8773393046_236298c465_z.jpg,0.286067307,1,1
bicycle,yolov5m,9141188655_328b195d8d_z.jpg,0.881295443,1,1
bicycle,yolov5m,9157606630_2ef852a3ee_z.jpg,0.838281274,1,1
bicycle,yolov5m,9444094315_ba610ed94a_z.jpg,0.553765953,1,1
bicycle,yolov5m,9688658716_4b3e9c618c_z.jpg,0.458244334,3,1
bicycle,yolov5m,9755183855_953c4f062c_z.jpg,0,1,0
bicycle,yolov5m6,11484364375_4180af41fc_z.jpg,0.921019375,1,1
bicycle,yolov5m6,1229448893_42c357ea12_z.jpg,0.801660717,1,1
bicycle,yolov5m6,13368340424_5c1f322f72_z.jpg,0.951115668,1,1
bicycle,yolov5m6,14265143426_0770389597_z.jpg,0,1,0
bicycle,yolov5m6,14289042367_a041af95f4_z.jpg,0.712821543,1,1
bicycle,yolov5m6,14628257582_1ff5e98e4c_z.jpg,0.810782552,1,1
bicycle,yolov5m6,14652913468_5d3b2a39f1_z.jpg,0.842186689,1,1
bicycle,yolov5m6,14757587416_892a95bf77_z.jpg,0.753524214,2,1
bicycle,yolov5m6,14811525368_d8b774e40a_z.jpg,0.599282205,2,1
bicycle,yolov5m6,1511658057_17b7bac11a_z.jpg,0.478350371,3,1
bicycle,yolov5m6,15235483580_08696e0988_z.jpg,0.808015704,1,1
bicycle,yolov5m6,15333662010_2f428f7e2f_z.jpg,0.797235906,3,1
bicycle,yolov5m6,1553312291_c0cae48a37_z.jpg,0.681932643,4,1
bicycle,yolov5m6,159051371_77f7d02bb6_z.jpg,0.596125827,2,1
bicycle,yolov5m6,16675918410_cc9588a553_z.jpg,0,1,0
bicycle,yolov5m6,16679943419_b0fd9b6858_z.jpg,0.518128948,18,1
bicycle,yolov5m6,18068160735_6c2f214265_z.jpg,0,1,0
bicycle,yolov5m6,18608021442_84f7dcfa5c_z.jpg,0.68878299,1,1
bicycle,yolov5m6,1908136167_cae3414e7e_z.jpg,0.578460649,10,1
bicycle,yolov5m6,19474810921_d2f23de0fc_z.jpg,0,1,0
bicycle,yolov5m6,2136213674_4e484d88e3_z.jpg,0.922867596,1,1
bicycle,yolov5m6,21376683791_d98acff014_z.jpg,0.941686392,1,1
bicycle,yolov5m6,2179537346_d695661bbc_z.jpg,0.762975991,1,1
bicycle,yolov5m6,224422461_dddd4c8e99_z.jpg,0.462166622,2,1
bicycle,yolov5m6,2258982401_762044a41d_z.jpg,0.59482871,2,1
bicycle,yolov5m6,234597792_a9f1e7e7a9_z.jpg,0.334659577,2,1
bicycle,yolov5m6,2746929519_3599d54cfb_z.jpg,0.809101552,2,1
bicycle,yolov5m6,2784964324_0b0373fd24_z.jpg,0.910754383,1,1
bicycle,yolov5m6,2788056049_b71f8998c7_z.jpg,0.555531228,5,1
bicycle,yolov5m6,2882148223_72d4df2a8e_z.jpg,0.759303272,1,1
bicycle,yolov5m6,2883059364_a6ccfaf69a_z.jpg,0.863613725,1,1
bicycle,yolov5m6,296513213_9681371ed9_z.jpg,0.749220788,1,1
bicycle,yolov5m6,3353007655_56889b94a7_z.jpg,0.880493581,1,1
bicycle,yolov5m6,3446761063_9cdc26f36c_z.jpg,0.938663661,1,1
bicycle,yolov5m6,3452990622_cfb5fba34a_z.jpg,0.630550891,4,1
bicycle,yolov5m6,3604271495_1cacccec06_z.jpg,0,1,0
bicycle,yolov5m6,3666190087_ca2fb0d709_z.jpg,0.921349406,1,1
bicycle,yolov5m6,3685504815_c15a389bd3_z.jpg,0.894488871,1,1
bicycle,yolov5m6,3715997008_28a251eba7_z.jpg,0.774730325,1,1
bicycle,yolov5m6,3747524_f07f508ba9_z.jpg,0.880670369,1,1
bicycle,yolov5m6,4065552857_98aa8a39d4_z.jpg,0.708519339,4,1
bicycle,yolov5m6,414586991_9630094229_z.jpg,0.52306816,2,1
bicycle,yolov5m6,4349979920_189df35e15_z.jpg,0.921498358,1,1
bicycle,yolov5m6,4484760806_dc814d2ce2_z.jpg,0.904189169,1,1
bicycle,yolov5m6,4625462281_7df55484bb_z.jpg,0.559441817,5,1
bicycle,yolov5m6,4763265058_6c6dbb9abe_z.jpg,0.498925164,4,1
bicycle,yolov5m6,5021039430_0cda148fd5_z.jpg,0.682620215,5,1
bicycle,yolov5m6,51712355_49c2e95899_z.jpg,0.752717972,1,1
bicycle,yolov5m6,5402229494_570e48f7f9_z.jpg,0.833903879,2,1
bicycle,yolov5m6,541124874_7247349bb7_z.jpg,0.697358656,5,1
bicycle,yolov5m6,5506132265_d6d43548eb_z.jpg,0.806863278,2,1
bicycle,yolov5m6,5599702283_8562638984_z.jpg,0.894938529,1,1
bicycle,yolov5m6,5708252159_5b4ac86a01_z.jpg,0.765983264,3,1
bicycle,yolov5m6,5816846412_7b6fa97da0_z.jpg,0.477737889,2,1
bicycle,yolov5m6,5877730305_f5e3d13667_z.jpg,0.926085949,1,1
bicycle,yolov5m6,5877731495_29cc1a6c57_z.jpg,0.91151005,1,1
bicycle,yolov5m6,5971377496_abc7d794c7_z.jpg,0.923202395,1,1
bicycle,yolov5m6,6076857457_7a06e6ab35_z.jpg,0.544936418,3,1
bicycle,yolov5m6,6102395478_8c004e1142_z.jpg,0.701982439,1,1
bicycle,yolov5m6,6117174227_6e5da0556b_z.jpg,0.669356465,1,1
bicycle,yolov5m6,6141562070_11880edf2e_z.jpg,0,1,0
bicycle,yolov5m6,6459633873_5effb4b6e5_z.jpg,0.943300545,1,1
bicycle,yolov5m6,6771874127_f8f380b3cb_z.jpg,0.509257495,1,1
bicycle,yolov5m6,6816985831_893d039421_z.jpg,0.636292577,2,1
bicycle,yolov5m6,7417962302_a50fc8eb6b_z.jpg,0.862224837,3,1
bicycle,yolov5m6,7548613890_a6272237ac_z.jpg,0.853281776,3,1
bicycle,yolov5m6,7675033952_b3caa0dd37_z.jpg,0.901527166,1,1
bicycle,yolov5m6,8106854318_06c1cc0fc3_z.jpg,0.852404654,1,1
bicycle,yolov5m6,8289650934_506c73242a_z.jpg,0.927491009,1,1
bicycle,yolov5m6,82903264_5dd277c32d_z.jpg,0.781367838,3,1
bicycle,yolov5m6,8291522231_19e1414c1b_z.jpg,0.875662506,1,1
bicycle,yolov5m6,8651904899_c2632fe751_z.jpg,0,1,0
bicycle,yolov5m6,8773393046_236298c465_z.jpg,0,1,0
bicycle,yolov5m6,9141188655_328b195d8d_z.jpg,0.870025337,1,1
bicycle,yolov5m6,9157606630_2ef852a3ee_z.jpg,0.900765419,1,1
bicycle,yolov5m6,9444094315_ba610ed94a_z.jpg,0.88953191,1,1
bicycle,yolov5m6,9688658716_4b3e9c618c_z.jpg,0.81979984,1,1
bicycle,yolov5m6,9755183855_953c4f062c_z.jpg,0.451110214,1,1
bicycle,yolov5n,11484364375_4180af41fc_z.jpg,0,1,0
bicycle,yolov5n,1229448893_42c357ea12_z.jpg,0.491700113,1,1
bicycle,yolov5n,13368340424_5c1f322f72_z.jpg,0.541377068,1,1
bicycle,yolov5n,14265143426_0770389597_z.jpg,0,1,0
bicycle,yolov5n,14289042367_a041af95f4_z.jpg,0.271836191,1,1
bicycle,yolov5n,14628257582_1ff5e98e4c_z.jpg,0,1,0
bicycle,yolov5n,14652913468_5d3b2a39f1_z.jpg,0,1,0
bicycle,yolov5n,14757587416_892a95bf77_z.jpg,0,1,0
bicycle,yolov5n,14811525368_d8b774e40a_z.jpg,0.53923279,1,1
bicycle,yolov5n,1511658057_17b7bac11a_z.jpg,0.362522483,2,1
bicycle,yolov5n,15235483580_08696e0988_z.jpg,0,1,0
bicycle,yolov5n,15333662010_2f428f7e2f_z.jpg,0.697562814,3,1
bicycle,yolov5n,1553312291_c0cae48a37_z.jpg,0.585530147,2,1
bicycle,yolov5n,159051371_77f7d02bb6_z.jpg,0.255531341,1,1
bicycle,yolov5n,16675918410_cc9588a553_z.jpg,0,1,0
bicycle,yolov5n,16679943419_b0fd9b6858_z.jpg,0.388418954,16,1
bicycle,yolov5n,18068160735_6c2f214265_z.jpg,0,1,0
bicycle,yolov5n,18608021442_84f7dcfa5c_z.jpg,0,1,0
bicycle,yolov5n,1908136167_cae3414e7e_z.jpg,0.417540863,4,1
bicycle,yolov5n,19474810921_d2f23de0fc_z.jpg,0,1,0
bicycle,yolov5n,2136213674_4e484d88e3_z.jpg,0,1,0
bicycle,yolov5n,21376683791_d98acff014_z.jpg,0.34762606,1,1
bicycle,yolov5n,2179537346_d695661bbc_z.jpg,0.499446929,1,1
bicycle,yolov5n,224422461_dddd4c8e99_z.jpg,0,1,0
bicycle,yolov5n,2258982401_762044a41d_z.jpg,0.762902081,1,1
bicycle,yolov5n,234597792_a9f1e7e7a9_z.jpg,0,1,0
bicycle,yolov5n,2746929519_3599d54cfb_z.jpg,0.724053562,1,1
bicycle,yolov5n,2784964324_0b0373fd24_z.jpg,0.649284899,1,1
bicycle,yolov5n,2788056049_b71f8998c7_z.jpg,0,1,0
bicycle,yolov5n,2882148223_72d4df2a8e_z.jpg,0,1,0
bicycle,yolov5n,2883059364_a6ccfaf69a_z.jpg,0.305359721,1,1
bicycle,yolov5n,296513213_9681371ed9_z.jpg,0,1,0
bicycle,yolov5n,3353007655_56889b94a7_z.jpg,0.779074013,1,1
bicycle,yolov5n,3446761063_9cdc26f36c_z.jpg,0.801071167,1,1
bicycle,yolov5n,3452990622_cfb5fba34a_z.jpg,0.462261577,3,1
bicycle,yolov5n,3604271495_1cacccec06_z.jpg,0,1,0
bicycle,yolov5n,3666190087_ca2fb0d709_z.jpg,0.457281858,1,1
bicycle,yolov5n,3685504815_c15a389bd3_z.jpg,0.676602066,1,1
bicycle,yolov5n,3715997008_28a251eba7_z.jpg,0,1,0
bicycle,yolov5n,3747524_f07f508ba9_z.jpg,0.592221022,1,1
bicycle,yolov5n,4065552857_98aa8a39d4_z.jpg,0.488572434,2,1
